MUNICIPIO,ESTADO,POPULACAOESTIMADA,MARGEMDECORTE,POPULACAOAPTA,TOTALCOMPARECIMENTOS,VOTOSLULA,VOTOSBOLSONARO
JERUMENHA,PI,4371,22.29,3397,3713,2867,604
JOAQUIM PIRES,PI,13779,22.29,10708,9235,6789,1835
SANTO ANTÔNIO DE LISBOA,PI,5729,22.29,4452,5081,3855,824
LANDRI SALES,PI,5586,22.29,4341,3494,2846,432
JOSÉ DE FREITAS,PI,35164,22.29,27326,28381,22907,3279
CAJUEIRO DA PRAIA,PI,6981,22.29,5425,5388,4076,948
LUZILÂNDIA,PI,24323,22.29,18901,16143,12008,2972
MANOEL EMÍDIO,PI,5357,22.29,4163,3729,3011,462
MARCOS PARENTE,PI,4198,22.29,3262,3165,2174,773
ACRELÂNDIA,AC,11520,27.12,8396,7293,1516,5238
MATIAS OLÍMPIO,PI,10465,22.29,8132,6598,4928,1143
MIGUEL ALVES,PI,32178,22.29,25006,19343,15013,2531
MONSENHOR GIL,PI,10321,22.29,8020,8259,6414,1260
MONSENHOR HIPÓLITO,PI,7163,22.29,5566,5862,4709,626
MONTE ALEGRE DO PIAUÍ,PI,10335,22.29,8031,7058,5680,886
NAZARÉ DO PIAUÍ,PI,6947,22.29,5399,5180,4412,430
NOSSA SENHORA DOS REMÉDIOS,PI,8044,22.29,6251,6766,5151,1106
NOVO ORIENTE DO PIAUÍ,PI,6191,22.29,4811,4023,3359,345
FEIJÓ,AC,31288,27.12,22803,15854,7930,6191
OEIRAS,PI,35075,22.29,27257,24091,17737,4566
DOMINGOS MOURÃO,PI,4312,22.29,3351,3340,2804,330
PADRE MARCOS,PI,7340,22.29,5704,4939,3842,686
PAES LANDIM,PI,4462,22.29,3467,3219,2183,710
PALMEIRA DO PIAUÍ,PI,4985,22.29,3874,3694,2654,697
PALMEIRAIS,PI,13721,22.29,10663,10099,8267,1214
PARNAGUÁ,PI,10313,22.29,8014,5677,4577,716
PEDRO II,PI,36675,22.29,28500,24961,17672,4900
PIMENTA BUENO,RO,32893,22.52,25485,20378,4887,13773
PIMENTEIRAS,PI,11722,22.29,9109,7053,5437,1075
PIO IX,PI,17123,22.29,13306,11635,9375,1321
PIRACURUCA,PI,25625,22.29,19913,18564,13707,3475
PIRIPIRI,PI,60249,22.29,46819,38916,27351,8085
PORTO,PI,11492,22.29,8930,6993,5291,1207
PRATA DO PIAUÍ,PI,3159,22.29,2455,2710,2209,310
REDENÇÃO DO GURGUÉIA,PI,8263,22.29,6421,5182,3558,1180
REGENERAÇÃO,PI,17633,22.29,13703,10575,8526,1196
RIBEIRO GONÇALVES,PI,6577,22.29,5111,4192,3063,876
RIO GRANDE DO PIAUÍ,PI,6430,22.29,4997,4177,3406,495
SANTA CRUZ DO PIAUÍ,PI,5790,22.29,4499,4591,3770,518
SANTA FILOMENA,PI,5999,22.29,4662,4130,2961,853
SANTA LUZ,PI,5280,22.29,4103,4114,2906,895
SANTO INÁCIO DO PIAUÍ,PI,3626,22.29,2818,2788,2330,344
SÃO FÉLIX DO PIAUÍ,PI,3132,22.29,2434,2994,2163,566
SÃO FRANCISCO DO PIAUÍ,PI,6276,22.29,4877,4600,3104,1090
SÃO GONÇALO DO PIAUÍ,PI,4342,22.29,3374,3723,2611,730
SÃO JOÃO DA SERRA,PI,6672,22.29,5185,5248,4026,782
SÃO JOÃO DO PIAUÍ,PI,18689,22.29,14523,12256,9220,2075
SÃO JOSÉ DO PEIXE,PI,3730,22.29,2899,2491,1983,303
SÃO JOÃO DA VARJOTA,PI,4776,22.29,3711,3168,2530,422
SÃO JOSÉ DO PIAUÍ,PI,6808,22.29,5290,4745,3882,602
SEBASTIÃO BARROS,PI,4178,22.29,3247,3467,2727,499
SÃO JULIÃO,PI,5908,22.29,4591,4371,2885,1170
SEBASTIÃO LEAL,PI,4080,22.29,3171,3425,2176,1018
SÃO MIGUEL DO TAPUIO,PI,19201,22.29,14921,11902,9495,1371
ALVORADA DO GURGUÉIA,PI,4976,22.29,3867,3601,2826,545
SÃO PEDRO DO PIAUÍ,PI,13083,22.29,10167,9094,6635,1653
ASSUNÇÃO DO PIAUÍ,PI,8011,22.29,6225,4985,4132,424
BETÂNIA DO PIAUÍ,PI,9312,22.29,7236,4555,3881,317
SIMÕES,PI,13734,22.29,10673,9389,7476,1127
BOQUEIRÃO DO PIAUÍ,PI,6325,22.29,4915,4226,3412,495
SIMPLÍCIO MENDES,PI,11472,22.29,8915,8172,6451,1030
CARIDADE DO PIAUÍ,PI,4583,22.29,3561,3922,3257,355
SOCORRO DO PIAUÍ,PI,4599,22.29,3574,3372,2523,510
CURRAL NOVO DO PIAUÍ,PI,4898,22.29,3806,3878,3371,278
JÚLIO BORGES,PI,5250,22.29,4080,3646,2997,343
LAGOA DO SÍTIO,PI,5042,22.29,3918,3703,2907,447
UNIÃO,PI,41661,22.29,32375,30098,22208,5340
URUÇUÍ,PI,19017,22.29,14778,14354,9581,3682
MILTON BRANDÃO,PI,7018,22.29,5454,4979,3269,1259
TERESINA,PI,779939,22.29,606091,498721,301309,138320
VALENÇA DO PIAUÍ,PI,19716,22.29,15321,13469,9953,2321
PAJEÚ DO PIAUÍ,PI,3616,22.29,2810,2654,2057,358
VÁRZEA GRANDE,PI,4429,22.29,3442,3066,2315,454
PAVUSSU,PI,4291,22.29,3335,2959,2492,242
DIRCEU ARCOVERDE,PI,6721,22.29,5223,4937,4214,421
RIACHO FRIO,PI,4884,22.29,3795,3342,2846,299
ALAGOINHA DO PIAUÍ,PI,7447,22.29,5787,5093,3648,979
ACAUÃ,PI,6300,22.29,4896,5471,4647,448
BELÉM DO PIAUÍ,PI,2788,22.29,2167,2572,2038,329
CAJAZEIRAS DO PIAUÍ,PI,3193,22.29,2481,2866,2280,313
CAMPO ALEGRE DO FIDALGO,PI,4451,22.29,3459,3745,3174,328
COCAL DE TELHA,PI,4522,22.29,3514,3466,2902,310
FRANCISCO MACEDO,PI,2255,22.29,1752,2253,1762,278
JOÃO COSTA,PI,3199,22.29,2486,2783,2236,331
JOCA MARQUES,PI,5345,22.29,4154,3339,2605,498
JUAZEIRO DO PIAUÍ,PI,4769,22.29,3706,4551,3458,693
LAGOINHA DO PIAUÍ,PI,2563,22.29,1992,2512,1965,368
MADEIRO,PI,7680,22.29,5968,4777,3744,716
MORRO DO CHAPÉU DO PIAUÍ,PI,6377,22.29,4956,3966,3101,604
MASSAPÊ DO PIAUÍ,PI,6428,22.29,4995,4819,3945,288
MURICI DOS PORTELAS,PI,7655,22.29,5949,4731,3525,733
OLHO D'ÁGUA DO PIAUÍ,PI,2637,22.29,2049,1878,1447,280
SÃO FRANCISCO DE ASSIS DO PIAUÍ,PI,5015,22.29,3897,3950,2812,640
SUSSUAPARA,PI,5537,22.29,4303,5068,4024,671
TANQUE DO PIAUÍ,PI,2605,22.29,2024,2002,1518,274
TAMBORIL DO PIAUÍ,PI,2897,22.29,2251,2131,1694,257
VILA NOVA DO PIAUÍ,PI,3030,22.29,2355,2479,1873,369
PORTO ALEGRE DO PIAUÍ,PI,2468,22.29,1918,1649,1209,279
RIBEIRA DO PIAUÍ,PI,4103,22.29,3188,2884,2331,334
SÃO GONÇALO DO GURGUÉIA,PI,2455,22.29,1908,2100,1589,348
SÃO LUIS DO PIAUÍ,PI,2596,22.29,2017,2314,1908,267
FLORESTA DO PIAUÍ,PI,2551,22.29,1982,1980,1622,195
SANTO ANTÔNIO DOS MILAGRES,PI,1963,22.29,1525,1572,1262,216
SÃO MIGUEL DA BAIXA GRANDE,PI,2083,22.29,1619,1997,1480,378
CARAÚBAS DO PIAUÍ,PI,5371,22.29,4174,4125,2998,761
CAXINGÓ,PI,5023,22.29,3903,4601,3560,571
SÃO MIGUEL DO FIDALGO,PI,3078,22.29,2392,2304,2003,206
ABAIARA,CE,10227,21.05,8074,5918,4870,594
JIJOCA DE JERICOACOARA,CE,15442,21.05,12191,14650,9151,3950
ACARAÚ,CE,52123,21.05,41151,38141,25419,8680
PIRES FERREIRA,CE,9483,21.05,7487,7165,5273,1074
MADALENA,CE,17051,21.05,13462,11411,8908,1583
GRAÇA,CE,15297,21.05,12077,9809,7907,920
ACOPIARA,CE,48703,21.05,38451,30972,23642,3950
AIUABA,CE,15585,21.05,12304,8661,7010,824
TURURU,CE,13350,21.05,10540,12145,8595,2466
ALCÂNTARAS,CE,10270,21.05,8108,7951,5936,893
MERUOCA,CE,12148,21.05,9591,10898,7489,1592
QUITERIANÓPOLIS,CE,20079,21.05,15852,13426,10367,1769
BARREIRA,CE,18453,21.05,14569,15473,8912,4996
ALTANEIRA,CE,6417,21.05,5066,5137,4283,350
ALTO SANTO,CE,19154,21.05,15122,9981,7772,1502
ANTONINA DO NORTE,CE,6761,21.05,5338,5229,4157,534
ACARAPE,CE,14658,21.05,11572,10026,5996,3125
CHOROZINHO,CE,18261,21.05,14417,14627,9953,3079
APUIARÉS,CE,13649,21.05,10776,10223,7592,1733
AQUIRAZ,CE,67265,21.05,53106,52826,31902,15296
VILHENA,RO,66746,22.52,51715,49960,10784,34872
ERERÉ,CE,6927,21.05,5469,4362,3494,515
ARACOIABA,CE,24423,21.05,19282,20545,14809,4122
GUAIÚBA,CE,22405,21.05,17689,16756,11888,3408
ARACATI,CE,66049,21.05,52146,46685,30215,11451
POTIRETAMA,CE,6478,21.05,5114,4882,4029,619
ARARIPE,CE,21214,21.05,16748,13178,11229,866
ARATUBA,CE,12129,21.05,9576,9675,7041,1660
ARNEIROZ,CE,7302,21.05,5765,5398,4093,797
PINDORETAMA,CE,17143,21.05,13534,15837,10761,3693
OCARA,CE,23359,21.05,18442,19995,14025,4226
ASSARÉ,CE,21616,21.05,17066,14631,11787,1527
TEJUÇUOCA,CE,15062,21.05,11891,12536,9288,2066
AURORA,CE,24480,21.05,19327,15574,12040,1920
IPAPORANGA,CE,11353,21.05,8963,7777,5991,1214
BAIXIO,CE,5780,21.05,4563,4368,3512,479
TARRAFAS,CE,8734,21.05,6895,5684,4652,527
BARBALHA,CE,50386,21.05,39780,40085,28304,7861
BANABUIÚ,CE,17448,21.05,13775,12339,9706,1781
BARROQUINHA,CE,14812,21.05,11694,11227,8307,1652
BARRO,CE,20673,21.05,16321,12743,10402,1242
BATURITÉ,CE,31669,21.05,25003,22368,16053,4369
ARARENDÁ,CE,10649,21.05,8407,7382,5441,1349
BEBERIBE,CE,46155,21.05,36439,37025,23925,8870
CATUNDA,CE,10508,21.05,8296,8354,6621,980
SANTA QUITÉRIA,CE,43344,21.05,34220,26237,19557,3519
BELA CRUZ,CE,29566,21.05,23342,16379,10385,3834
CHORÓ,CE,12790,21.05,10098,9314,7288,1326
BOA VIAGEM,CE,53538,21.05,42268,32988,26608,3478
ITAITINGA,CE,31107,21.05,24559,25942,15703,7531
FORTIM,CE,14072,21.05,11110,12723,8141,3380
BREJO SANTO,CE,39613,21.05,31274,29155,22469,4438
CAMOCIM,CE,58470,21.05,46162,38655,24217,8532
CAMPOS SALES,CE,25553,21.05,20174,15638,12689,1732
CANINDÉ,CE,73878,21.05,58327,46783,34884,7942
CAPISTRANO,CE,16403,21.05,12950,13067,9864,2088
CARIDADE,CE,17977,21.05,14193,14040,10777,2180
CARIRÉ,CE,18527,21.05,14627,12228,8322,2453
CARIRIAÇU,CE,26325,21.05,20784,19398,14877,2677
CARIÚS,CE,18649,21.05,14723,12495,9821,1683
CARNAUBAL,CE,16001,21.05,12633,10710,6933,2377
CATARINA,CE,17028,21.05,13444,6766,5308,912
CASCAVEL,CE,63932,21.05,50474,48165,29681,12728
CEDRO,CE,24607,21.05,19427,16164,12164,2202
CHAVAL,CE,12215,21.05,9644,8410,6493,1147
COREAÚ,CE,21171,21.05,16715,15753,11123,2680
CRATEÚS,CE,72386,21.05,57149,46471,33294,8408
CAUCAIA,CE,316906,21.05,250197,203023,114030,63209
FARIAS BRITO,CE,19244,21.05,15193,13751,11245,1307
CRATO,CE,111198,21.05,87791,79996,63197,10330
FRECHEIRINHA,CE,12830,21.05,10129,10540,7098,2135
GENERAL SAMPAIO,CE,6540,21.05,5163,6063,4645,955
GRANJA,CE,51410,21.05,40588,34405,27182,3743
GRANJEIRO,CE,4931,21.05,3893,4445,3705,454
GROAÍRAS,CE,9456,21.05,7466,7791,4665,1859
RIO BRANCO,AC,290639,27.12,211818,210227,53519,130246
GUARACIABA DO NORTE,CE,36705,21.05,28979,25472,17541,4918
HIDROLÂNDIA,CE,18534,21.05,14633,11842,8477,2031
IBARETAMA,CE,12728,21.05,10049,10344,7809,1615
IBIAPINA,CE,23088,21.05,18228,14946,9813,2876
ICÓ,CE,63262,21.05,49945,38571,28700,6339
IGUATU,CE,92260,21.05,72839,57933,44273,8838
INDEPENDÊNCIA,CE,25413,21.05,20064,16621,11777,3433
IPAUMIRIM,CE,11591,21.05,9151,7452,5875,957
IPU,CE,39438,21.05,31136,25367,18862,4090
IPUEIRAS,CE,38044,21.05,30036,23754,17073,4002
PORANGA,CE,11905,21.05,9399,7277,5873,806
IRACEMA,CE,14313,21.05,11300,9221,7258,1334
IRAUÇUBA,CE,21921,21.05,17307,15645,11897,2320
ITAIÇABA,CE,7462,21.05,5891,5877,3852,1377
ITAPAJÉ,CE,45426,21.05,35864,32176,19627,9549
ITAPIÚNA,CE,17602,21.05,13897,12893,9107,2487
ITAPIPOCA,CE,107281,21.05,84698,79798,57530,14531
ITATIRA,CE,17689,21.05,13965,14266,11115,2019
JAGUARETAMA,CE,17851,21.05,14093,12319,9622,1625
FORTALEZA,CE,2431415,21.05,1919602,1559702,802009,530162
JAGUARIBARA,CE,9780,21.05,7721,7017,5341,1170
JAGUARIBE,CE,35237,21.05,27820,22445,17033,3576
PEREIRO,CE,15291,21.05,12072,11385,8957,1417
JAGUARUANA,CE,30965,21.05,24447,23113,14582,5735
JARDIM,CE,25853,21.05,20411,16421,12943,1836
JATI,CE,7270,21.05,5740,5379,4221,651
JUCÁS,CE,22890,21.05,18072,14996,10852,2401
JUAZEIRO DO NORTE,CE,242139,21.05,191169,154424,109039,29937
LAVRAS DA MANGABEIRA,CE,29872,21.05,23584,18242,13969,2264
LIMOEIRO DO NORTE,CE,53289,21.05,42072,38766,27138,7555
SENA MADUREIRA,AC,34230,27.12,24947,22457,5811,14317
MARCO,CE,23107,21.05,18243,18170,8924,7198
MARANGUAPE,CE,102982,21.05,81304,68296,41819,19594
MARTINÓPOLE,CE,10304,21.05,8135,8526,6698,1062
MASSAPÊ,CE,33256,21.05,26256,25443,16752,5085
SENADOR SÁ,CE,6274,21.05,4953,5652,3949,1063
MAURITI,CE,41679,21.05,32906,27671,20297,4792
MILAGRES,CE,27355,21.05,21597,17522,14369,1622
MIRAÍMA,CE,12131,21.05,9577,9577,7647,1149
MISSÃO VELHA,CE,33690,21.05,26598,23884,18688,3188
MOMBAÇA,CE,44364,21.05,35025,24574,18678,3726
PIQUET CARNEIRO,CE,14736,21.05,11634,9912,7923,1295
TARAUACÁ,AC,32171,27.12,23446,19302,8042,9146
MONSENHOR TABOSA,CE,16557,21.05,13072,11349,8699,1666
MORAÚJO,CE,8005,21.05,6320,6058,4373,1038
MORADA NOVA,CE,61751,21.05,48752,45317,30530,9482
IBICUITINGA,CE,11000,21.05,8685,10332,7386,2119
MORRINHOS,CE,21111,21.05,16667,13793,6956,5599
SANTANA DO ACARAÚ,CE,28741,21.05,22691,21477,15633,3683
MUCAMBO,CE,14007,21.05,11059,9564,6824,1476
MULUNGU,CE,10975,21.05,8665,7205,5192,1435
NOVA OLINDA,CE,12974,21.05,10243,9972,7725,1428
NOVA RUSSAS,CE,30615,21.05,24171,18939,12565,4407
NOVO ORIENTE,CE,27418,21.05,21647,17408,13453,2362
XAPURI,AC,14314,27.12,10432,9683,3774,5142
ORÓS,CE,21268,21.05,16791,13867,10357,2379
PACAJUS,CE,54881,21.05,43329,44337,25491,13144
PACATUBA,CE,65772,21.05,51927,44772,26037,13697
PACOTI,CE,11097,21.05,8761,8510,6134,1429
PACUJÁ,CE,5950,21.05,4698,4891,3788,441
PALHANO,CE,8797,21.05,6945,7572,4704,1924
PALMÁCIA,CE,10352,21.05,8173,7682,5469,1508
PARACURU,CE,30665,21.05,24210,26088,16787,6575
PARAMBU,CE,30596,21.05,24156,20427,13672,4622
PARAMOTI,CE,11573,21.05,9137,8244,6159,1404
PLÁCIDO DE CASTRO,AC,17258,27.12,12578,9680,2442,6209
PEDRA BRANCA,CE,40762,21.05,32182,26013,21436,2586
PENAFORTE,CE,7715,21.05,6091,6701,5128,891
PENTECOSTE,CE,33717,21.05,26620,26519,19117,5392
PORTEIRAS,CE,14792,21.05,11678,10929,8897,1149
POTENGI,CE,9670,21.05,7634,6043,5108,443
QUIXADÁ,CE,76105,21.05,60085,48974,29780,14601
QUIXERAMOBIM,CE,68966,21.05,54449,47544,35247,7634
QUIXERÉ,CE,18652,21.05,14726,14850,10463,2874
REDENÇÃO,CE,25702,21.05,20292,19096,12686,4248
RERIUTABA,CE,19310,21.05,15245,12277,9064,1672
RUSSAS,CE,63975,21.05,50508,47763,31463,11174
SENADOR GUIOMARD,AC,18863,27.12,13747,14220,3523,9134
SABOEIRO,CE,16282,21.05,12855,9507,7398,1329
SANTANA DO CARIRI,CE,17574,21.05,13875,10854,9209,893
SALITRE,CE,15798,21.05,12473,11019,8462,1388
SÃO BENEDITO,CE,43077,21.05,34009,28687,19345,5618
SÃO GONÇALO DO AMARANTE,CE,40312,21.05,31826,38834,23181,11387
SÃO JOÃO DO JAGUARIBE,CE,8310,21.05,6561,4895,3730,637
SÃO LUÍS DO CURU,CE,12052,21.05,9515,9330,6449,2006
MANOEL URBANO,AC,7148,27.12,5209,5760,2095,3141
SENADOR POMPEU,CE,25290,21.05,19966,16774,11280,3533
SOLONÓPOLE,CE,17340,21.05,13690,11846,9461,1501
DEPUTADO IRAPUAN PINHEIRO,CE,9108,21.05,7191,6239,5050,589
TABULEIRO DO NORTE,CE,28291,21.05,22336,20216,15075,3278
TAMBORIL,CE,25459,21.05,20100,17008,12596,2558
SOBRAL,CE,176895,21.05,139659,124084,65886,29266
FORQUILHA,CE,20181,21.05,15933,16559,9559,3817
TAUÁ,CE,54273,21.05,42849,36319,22509,8776
TIANGUÁ,CE,64612,21.05,51011,46934,27322,13548
ASSIS BRASIL,AC,5351,27.12,3900,4952,1943,2690
TRAIRI,CE,48620,21.05,38385,37895,25816,8105
UBAJARA,CE,29569,21.05,23345,20794,12615,5030
UMARI,CE,7591,21.05,5993,4949,3521,872
URUBURETAMA,CE,19218,21.05,15173,14799,10153,3243
URUOCA,CE,12973,21.05,10242,8780,6542,1531
VÁRZEA ALEGRE,CE,37740,21.05,29796,25222,19451,3524
VIÇOSA DO CEARÁ,CE,52855,21.05,41729,36736,26115,6512
AMONTADA,CE,37513,21.05,29617,27102,19707,5010
CROATÁ,CE,17317,21.05,13672,11149,8365,1467
MARACANAÚ,CE,197301,21.05,155769,148636,82217,48379
CRUZ,CE,22144,21.05,17483,16792,10286,4717
JARU,RO,52453,22.52,40641,30026,6846,20725
ICAPUÍ,CE,18186,21.05,14358,14239,9430,3605
ITAREMA,CE,34296,21.05,27077,24772,14884,7199
MILHÃ,CE,14111,21.05,11141,8477,6782,1048
TENENTE LAURENTINO CRUZ,RN,5120,20.34,4079,3999,2724,933
SÃO VICENTE,RN,5819,20.34,4635,4453,2967,1063
PARAIPABA,CE,28192,21.05,22258,21824,12787,6860
ACARI,RN,10911,20.34,8692,7415,4703,1968
CAIÇARA DO NORTE,RN,6384,20.34,5085,4300,2746,1184
AFONSO BEZERRA,RN,10339,20.34,8236,7983,5383,1884
SÃO MIGUEL DO GOSTOSO,RN,8810,20.34,7018,7245,4568,2047
ÁGUA NOVA,RN,2843,20.34,2265,2333,1914,244
ITAJÁ,RN,6410,20.34,5106,5319,3661,1255
ALEXANDRIA,RN,13729,20.34,10937,9117,7344,1129
ALMINO AFONSO,RN,4948,20.34,3942,4145,3196,627
ALTO DO RODRIGUES,RN,11443,20.34,9115,9177,6989,1522
FERNANDO PEDROZA,RN,2876,20.34,2291,2693,1793,663
ANGICOS,RN,11227,20.34,8943,7672,4942,2043
SANTANA DO MATOS,RN,14312,20.34,11401,9647,7044,1679
MAJOR SALES,RN,3459,20.34,2755,2239,1771,315
PARANÁ,RN,3886,20.34,3096,3526,2979,338
ANTÔNIO MARTINS,RN,6997,20.34,5574,4854,3915,602
VENHA-VER,RN,3494,20.34,2783,2929,2329,293
APODI,RN,34632,20.34,27588,24760,17646,4412
SERRINHA DOS PINTOS,RN,4360,20.34,3473,3424,2669,478
AREIA BRANCA,RN,24398,20.34,19435,15885,10051,4134
SANTA MARIA,RN,4659,20.34,3711,3746,2560,918
CAMPO GRANDE,RN,8936,20.34,7118,7089,4692,1747
RIO DO FOGO,RN,9753,20.34,7769,8738,5104,2913
BAÍA FORMOSA,RN,8466,20.34,6744,5652,3327,1806
BARCELONA,RN,3928,20.34,3129,3763,2201,1254
JUNDIÁ,RN,3517,20.34,2802,3471,2176,950
BENTO FERNANDES,RN,5006,20.34,3988,4045,3026,725
BOM JESUS,RN,8478,20.34,6754,7050,4295,2230
BREJINHO,RN,11135,20.34,8870,7661,4860,2010
MONTE ALEGRE,RN,20590,20.34,16402,14128,8366,4402
CAICÓ,RN,60656,20.34,48319,37163,23044,10816
CAMPO REDONDO,RN,10462,20.34,8334,7080,5511,1059
CANGUARETAMA,RN,29334,20.34,23367,19103,13523,3920
CARAÚBAS,RN,19739,20.34,15724,15456,11418,2707
CARNAÚBA DOS DANTAS,RN,6836,20.34,5446,4997,2535,1750
CARNAUBAIS,RN,9284,20.34,7396,7220,5192,1342
CERRO CORÁ,RN,10890,20.34,8675,6887,4974,1229
LAGOA NOVA,RN,13167,20.34,10489,10608,7333,2291
CORONEL EZEQUIEL,RN,5255,20.34,4186,3674,2609,662
CEARÁ-MIRIM,RN,65450,20.34,52137,46552,31891,10602
CORONEL JOÃO PESSOA,RN,4827,20.34,3845,3250,2507,450
CRUZETA,RN,7825,20.34,6233,5457,3870,1084
CURRAIS NOVOS,RN,42066,20.34,33510,24259,14181,7523
DOUTOR SEVERIANO,RN,6431,20.34,5123,4656,3764,544
SÃO MIGUEL,RN,22579,20.34,17986,14163,10587,2076
ENCANTO,RN,5158,20.34,4109,3973,3231,472
EQUADOR,RN,5875,20.34,4680,3851,2459,999
ESPÍRITO SANTO,RN,10132,20.34,8071,5538,3077,2052
GOIANINHA,RN,20347,20.34,16208,17193,10335,5199
TIBAU DO SUL,RN,10959,20.34,8730,10834,6634,3302
FLORÂNIA,RN,8313,20.34,6622,6746,4771,1428
FRANCISCO DANTAS,RN,2928,20.34,2332,2302,1778,350
GALINHOS,RN,2149,20.34,1712,1884,1016,709
SÃO BENTO DO NORTE,RN,3529,20.34,2811,3359,2344,733
GOVERNADOR DIX-SEPT ROSADO,RN,12374,20.34,9857,9873,7190,1669
GROSSOS,RN,9441,20.34,7521,7229,4718,1853
GUAMARÉ,RN,11737,20.34,9350,11519,7501,2930
MACAU,RN,27132,20.34,21613,18056,13195,3311
IELMO MARINHO,RN,11649,20.34,9280,9077,5877,2470
IPANGUAÇU,RN,13444,20.34,10709,9759,7630,1526
IPUEIRA,RN,2035,20.34,1621,1730,1289,304
ITAÚ,RN,5758,20.34,4587,4060,2984,744
JAÇANÃ,RN,7788,20.34,6204,4622,3283,909
JANDAÍRA,RN,6447,20.34,5136,4819,3289,1151
JANDUÍS,RN,5416,20.34,4314,3593,2802,579
JAPI,RN,5610,20.34,4469,4436,3445,631
JARDIM DE ANGICOS,RN,2536,20.34,2020,2461,1785,450
JARDIM DE PIRANHAS,RN,13704,20.34,10917,8805,6929,1260
SÃO JOÃO DO SABUGI,RN,5765,20.34,4592,4487,3208,877
JARDIM DO SERIDÓ,RN,12013,20.34,9570,8155,5102,2164
JOÃO CÂMARA,RN,30423,20.34,24235,21304,14498,4982
JOÃO DIAS,RN,2723,20.34,2169,2484,1887,368
JOSÉ DA PENHA,RN,5982,20.34,4765,4236,3446,485
JUCURUTU,RN,17501,20.34,13941,12636,8806,2836
LAGOA D'ANTA,RN,5940,20.34,4732,4607,3345,877
LAGOA DE PEDRAS,RN,6989,20.34,5567,5942,4197,1129
LAGOA DE VELHOS,RN,2699,20.34,2150,2599,1644,724
LAJES,RN,10412,20.34,8294,6648,4697,1346
PEDRO AVELINO,RN,7405,20.34,5899,5962,4114,1318
LUCRÉCIA,RN,3418,20.34,2723,2890,2300,404
LUÍS GOMES,RN,9763,20.34,7777,5802,4712,622
MACAÍBA,RN,63337,20.34,50454,43365,25896,13369
MARCELINO VIEIRA,RN,8112,20.34,6462,5660,4655,608
MARTINS,RN,8089,20.34,6444,5612,4040,1077
MAXARANGUAPE,RN,8969,20.34,7145,7714,4925,2139
OURO PRETO DO OESTE,RO,36040,22.52,27924,20945,5740,13523
FRUTUOSO GOMES,RN,4360,20.34,3473,3333,2653,475
MONTANHAS,RN,12393,20.34,9872,7308,5307,1366
MONTE DAS GAMELEIRAS,RN,2394,20.34,1907,2285,1498,578
NÍSIA FLORESTA,RN,22906,20.34,18247,17414,9763,6200
NOVA CRUZ,RN,35280,20.34,28104,21286,13405,5748
OLHO D'ÁGUA DO BORGES,RN,4442,20.34,3538,3564,2712,501
OURO BRANCO,RN,4973,20.34,3961,3645,2565,770
MOSSORÓ,RN,234390,20.34,186715,149758,88081,46378
PARAZINHO,RN,4772,20.34,3801,4209,2834,1040
PARELHAS,RN,19972,20.34,15910,14079,7712,4561
SANTANA DO SERIDÓ,RN,2729,20.34,2174,2485,1444,711
PASSA E FICA,RN,10372,20.34,8262,7654,4645,2187
PATU,RN,11303,20.34,9004,7917,5652,1630
PARNAMIRIM,RN,172751,20.34,137613,113592,48084,53530
PAU DOS FERROS,RN,26728,20.34,21292,17072,12280,3513
PEDRA GRANDE,RN,3918,20.34,3121,3343,2405,695
PEDRA PRETA,RN,2659,20.34,2118,2201,1465,548
PEDRO VELHO,RN,13673,20.34,10892,9174,6350,2015
PENDÊNCIAS,RN,12505,20.34,9961,8821,6626,1551
NATAL,RN,774230,20.34,616752,465181,225529,188942
PILÕES,RN,3381,20.34,2693,2799,2345,294
POÇO BRANCO,RN,12288,20.34,9789,9157,6922,1506
PORTALEGRE,RN,6855,20.34,5461,5412,3495,1233
SERRA CAIADA,RN,8283,20.34,6598,6810,4522,1761
PUREZA,RN,8030,20.34,6397,6397,4479,1311
RAFAEL FERNANDES,RN,4608,20.34,3671,4077,3193,598
RIACHO DA CRUZ,RN,3025,20.34,2410,2356,1811,362
RIACHO DE SANTANA,RN,4292,20.34,3419,3124,2529,393
RIACHUELO,RN,6824,20.34,5436,5346,3667,1288
RODOLFO FERNANDES,RN,4569,20.34,3640,3482,2611,555
RUY BARBOSA,RN,3625,20.34,2888,3238,1701,1304
SÃO FRANCISCO DO OESTE,RN,3669,20.34,2923,3241,2358,552
SANTA CRUZ,RN,33736,20.34,26874,21529,13939,5615
SANTO ANTÔNIO,RN,21263,20.34,16938,14957,10080,3415
SÃO BENTO DO TRAIRÍ,RN,3702,20.34,2949,3345,2310,697
SÃO GONÇALO DO AMARANTE,RN,77363,20.34,61627,60909,33841,21368
SÃO JOSÉ DO CAMPESTRE,RN,11744,20.34,9355,8311,5148,2438
SÃO JOSÉ DE MIPIBU,RN,36990,20.34,29466,25511,14959,7970
VERA CRUZ,RN,10313,20.34,8215,9217,5710,2521
SÃO JOSÉ DO SERIDÓ,RN,3925,20.34,3127,3746,2689,714
SÃO PAULO DO POTENGI,RN,14483,20.34,11537,11392,6085,4257
SÃO PEDRO,RN,6433,20.34,5125,5066,3439,1196
SÃO RAFAEL,RN,8116,20.34,6465,6006,4033,1388
SÃO TOMÉ,RN,11115,20.34,8854,7472,3977,2924
