MUNICIPIO,ESTADO,POPULACAOESTIMADA,TOTALCOMPARECIMENTOS,VOTOSLULA,VOTOSBOLSONARO
PORTO RICO DO MARANHÃO,MA,6900,4907,3413,1128
GALVÃO,SC,3493,2312,920,1192
CORONEL MARTINS,SC,2481,2009,871,977
FLORIANÓPOLIS,SC,396723,327096,135981,146358
GOVERNADOR CELSO RAMOS,SC,12175,11731,2425,7974
SÃO JOÃO DO ITAPERIÚ,SC,3289,3079,545,2328
JARDINÓPOLIS,SC,1851,1441,511,778
GARUVA,SC,13393,9397,2319,6231
JOINVILLE,SC,487003,357062,74346,239294
JOSELÂNDIA,MA,15583,8687,6476,1697
PRESIDENTE DUTRA,MA,40004,24766,15938,7193
SÃO PEDRO DE ALCÂNTARA,SC,4765,3591,899,2257
GASPAR,SC,52428,38734,9182,25482
ILHOTA,SC,11552,10366,2266,7099
GRÃO-PARÁ,SC,6051,4832,1045,3267
SANTIAGO DO SUL,SC,1450,1260,560,570
GRAVATAL,SC,10510,7253,1607,4984
BELA VISTA DO TOLDO,SC,5909,4256,1347,2301
GUABIRUBA,SC,16095,14115,2653,9857
CAPÃO ALTO,SC,3210,2375,775,1206
PRESIDENTE MÉDICI,MA,6058,4076,3083,652
GUARACIABA,SC,10604,7621,2885,3870
PAINEL,SC,2297,2014,827,937
GUARAMIRIM,SC,29932,25989,6147,17467
BOCAINA DO SUL,SC,3047,2634,996,1381
GUARUJÁ DO SUL,SC,4711,3257,1183,1774
ALTO BELA VISTA,SC,2021,1526,474,847
HERVAL D'OESTE,SC,18942,13455,4218,7820
LACERDÓPOLIS,SC,2190,1814,481,1116
FREI ROGÉRIO,SC,2655,1843,683,928
IBICARÉ,SC,3390,2475,650,1637
LAGO DA PEDRA,MA,42666,26166,14977,9634
TREVISO,SC,3498,3253,1079,1666
IBIRAMA,SC,16716,11852,2543,7888
IOMERÊ,SC,2558,2349,534,1553
IÇARA,SC,54107,33997,8385,22188
IBIAM,SC,1987,1563,540,901
PRESIDENTE SARNEY,MA,15606,10766,8558,1550
IMARUÍ,SC,11675,7717,3274,3577
ENTRE RIOS,SC,2979,2444,1594,651
IMBITUBA,SC,36231,30211,11545,14914
BOM JESUS DO OESTE,SC,2026,1639,508,937
IMBUIA,SC,5501,4304,1044,2832
SÃO BERNARDINO,SC,2653,2098,1059,862
IPIRA,SC,4705,3192,1211,1632
INDAIAL,SC,47686,36155,7107,24936
LAGO DO JUNCO,MA,9616,6434,4766,1374
SANTA TEREZINHA DO PROGRESSO,SC,3044,1930,1016,685
IPUMIRIM,SC,7118,5067,2195,2440
SALTINHO,SC,4072,2674,1581,871
IRANI,SC,9313,6027,2159,3261
IRINEÓPOLIS,SC,10287,6523,2212,3655
PORTO UNIÃO,SC,32256,19926,6023,11456
ITÁ,SC,6417,4940,2094,2247
BANDEIRANTE,SC,3028,2962,1289,1370
ITAIÓPOLIS,SC,19752,13494,3178,8838
FLOR DO SERTÃO,SC,1640,1445,673,608
CUNHATAÍ,SC,1874,1554,452,877
PRINCESA,SC,2604,2130,780,1140
ITAJAÍ,SC,163218,135411,33917,87882
ITUPORANGA,SC,20577,15978,3179,11328
RAPOSA,MA,24201,17230,10806,4934
TIGRINHOS,SC,1741,1675,742,768
CHAPADÃO DO LAGEADO,SC,2749,2264,701,1382
TURVO,SC,11031,9192,1571,6831
JACINTO MACHADO,SC,10738,7205,1662,4761
JAGUARUNA,SC,15668,12005,3123,7770
SOMBRIO,SC,24424,18376,5184,11237
LAGO VERDE,MA,14580,9297,7427,1390
BARRA BONITA,SC,2064,1482,636,679
JARAGUÁ DO SUL,SC,129973,105178,22389,71810
BRUNÓPOLIS,SC,2934,2316,1010,1092
JOAÇABA,SC,24435,17567,4498,11197
LUZERNA,SC,5391,4029,810,2826
ZORTÉA,SC,2868,2175,845,1076
OURO,SC,7095,5199,1431,3236
RIBAMAR FIQUENE,MA,7170,5052,3231,1501
LAURENTINO,SC,5483,5107,1091,3542
LAGUNA,SC,50179,28762,10312,14948
LAURO MÜLLER,SC,13700,10455,3375,5675
LAGES,SC,161583,99908,30942,56928
LIMA CAMPOS,MA,11365,8388,5384,2327
LEOBERTO LEAL,SC,3589,2736,765,1567
LUIZ ALVES,SC,8986,8754,1590,6409
MAJOR GERCINO,SC,2842,2518,675,1573
MAFRA,SC,51014,34807,7915,22472
MARAVILHA,SC,21684,16531,4689,10254
SANTA FILOMENA DO MARANHÃO,MA,5526,4635,3577,795
TUNTUM,MA,37894,21537,14494,5425
MAREMA,SC,2282,1796,600,1034
MASSARANDUBA,SC,13777,11045,1883,8078
MATOS COSTA,SC,2818,1894,982,756
MELEIRO,SC,6880,4815,910,3539
MODELO,SC,3772,2687,946,1428
LORETO,MA,10340,6566,4751,1267
MONDAÍ,SC,9126,6327,2436,3188
MONTE CASTELO,SC,8113,5604,2191,2834
MORRO DA FUMAÇA,SC,15426,10814,2074,7736
URUSSANGA,SC,18588,13542,2820,9026
SANTANA DO MARANHÃO,MA,10537,5951,4568,1039
NAVEGANTES,SC,52638,45578,12816,27908
NOVA ERECHIM,SC,4118,3334,1269,1744
NOVA VENEZA,SC,12536,10298,2238,7087
NOVA TRENTO,SC,11325,9089,1823,6268
ORLEANS,SC,20859,15380,2964,10809
LUÍS DOMINGUES,MA,6672,4024,2498,1160
PALMA SOLA,SC,7942,4515,2278,1833
PALMITOS,SC,16061,10055,2841,6185
PAPANDUVA,SC,17056,12196,4966,6023
PAULO LOPES,SC,6830,5620,1800,3209
PALHOÇA,SC,122471,113869,35455,63393
PEDRAS GRANDES,SC,4817,3389,731,2254
PENHA,SC,20868,17688,3969,11921
PERITIBA,SC,2944,2359,587,1510
SANTO AMARO DO MARANHÃO,MA,11155,8939,7114,1160
PETROLÂNDIA,SC,6064,4701,962,3289
PINHALZINHO,SC,14691,12625,4643,6792
SAUDADES,SC,8587,6944,2378,3871
PINHEIRO PRETO,SC,2912,2367,828,1289
PIRATUBA,SC,4570,4339,1390,2510
MAGALHÃES DE ALMEIDA,MA,14217,8946,6529,1643
SÃO BERNARDO,MA,25480,17012,12705,2962
POMERODE,SC,25261,21203,3798,14923
PONTE SERRADA,SC,11210,6523,3114,2870
SÃO DOMINGOS DO AZEITÃO,MA,6953,5190,3852,968
PORTO BELO,SC,13232,12905,3050,8493
POUSO REDONDO,SC,13722,9746,2155,6900
PRAIA GRANDE,SC,7120,5304,2052,2654
MATA ROMA,MA,13812,12254,9298,2048
PRESIDENTE CASTELLO BRANCO,SC,1757,1403,286,1012
PRESIDENTE GETÚLIO,SC,13651,11248,2293,7882
PRESIDENTE NEREU,SC,2259,1785,487,1100
QUILOMBO,SC,10871,7006,3031,3336
SÃO FRANCISCO DO BREJÃO,MA,8431,6166,3592,2165
RANCHO QUEIMADO,SC,2772,2472,644,1513
RIO DAS ANTAS,SC,6054,4253,1228,2633
RIO DO CAMPO,SC,6042,4282,992,2963
SALETE,SC,7432,5302,1303,3534
RIO DO OESTE,SC,6795,4611,1233,2960
RIO DOS CEDROS,SC,9685,7269,1353,5083
RIO FORTUNA,SC,4468,3925,536,2939
RIO DO SUL,SC,56919,41033,8987,27746
RIO NEGRINHO,SC,42237,25081,5752,16324
RODEIO,SC,10773,8004,1501,5674
ROMELÂNDIA,SC,5738,3400,1374,1603
SÃO JOÃO DO CARÚ,MA,12281,8682,6167,1942
SALTO VELOSO,SC,4172,2909,874,1762
SANTA ROSA DE LIMA,SC,2031,1565,441,915
MATÕES,MA,28278,18908,15096,2522
SÃO BONIFÁCIO,SC,3178,2397,412,1654
SÃO CARLOS,SC,10372,6768,2361,3682
SÃO DOMINGOS,SC,9346,5910,2455,2995
SÃO JOÃO DO PARAÍSO,MA,11267,6485,3876,2174
SÃO FRANCISCO DO SUL,SC,37613,29166,8162,17942
SÃO JOÃO DO SUL,SC,6916,5686,1512,3425
SÃO JOÃO BATISTA,SC,22089,18110,3695,12723
SÃO JOAQUIM,SC,24058,13977,5151,6955
BOM JARDIM DA SERRA,SC,4214,4084,1619,2040
SÃO JOSÉ DO CEDRO,SC,13699,9246,2672,5784
SÃO JOSÉ DO CERRITO,SC,10304,6240,3186,2461
SÃO LOURENÇO DO OESTE,SC,21799,15045,5227,8274
SÃO LUDGERO,SC,10246,7557,1466,5284
SÃO MARTINHO,SC,3194,2836,475,2071
SÃO JOSÉ,SC,196887,152991,50433,81511
MIRADOR,MA,19445,12795,9978,1978
SÃO MIGUEL DO OESTE,SC,33806,24523,7971,13771
SCHROEDER,SC,12776,11542,2606,7873
SEARA,SC,17121,11865,4783,5640
SÃO JOÃO DO SOTER,MA,16592,10519,8723,1128
SIDERÓPOLIS,SC,12470,8728,2704,4954
TAIÓ,SC,16838,11976,2321,8681
TANGARÁ,SC,8410,5514,1483,3473
MIRINZAL,MA,13786,8657,6405,1537
TIJUCAS,SC,27804,24940,6693,15575
TIMBÓ,SC,33326,28054,4453,20348
TRÊS BARRAS,SC,17937,11169,3880,5908
TREZE DE MAIO,SC,6599,5600,929,4135
SÃO JOSÉ DOS BASÍLIOS,MA,7282,4973,4069,646
TREZE TÍLIAS,SC,5641,5185,1104,3667
TROMBUDO CENTRAL,SC,6221,4404,870,3180
TUNÁPOLIS,SC,4650,3433,736,2242
MONÇÃO,MA,27558,14218,10975,2209
PINDARÉ-MIRIM,MA,30927,19375,14181,3798
URUBICI,SC,10439,6427,1733,4141
VARGEÃO,SC,3560,2553,1110,1203
VIDAL RAMOS,SC,5981,4586,1151,2947
WITMARSUM,SC,3431,2907,774,1806
VIDEIRA,SC,44479,30615,8191,19310
XANXERÊ,SC,40228,27967,10510,15057
XAVANTINA,SC,4218,3073,1288,1554
XAXIM,SC,24318,18583,6034,10964
SÃO PEDRO DA ÁGUA BRANCA,MA,11113,7072,4384,2267
TIMBÉ DO SUL,SC,5133,3737,990,2385
CORREIA PINTO,SC,14838,9928,4044,4807
OTACÍLIO COSTA,SC,15693,10965,3565,6195
SÃO PEDRO DOS CRENTES,MA,4020,3644,1317,2065
MORROS,MA,17077,12543,9504,2296
PRESIDENTE JUSCELINO,MA,11705,7718,6073,1143
SÃO RAIMUNDO DO DOCA BEZERRA,MA,4502,3945,2944,663
NINA RODRIGUES,MA,10003,7379,5701,1127
VARGEM GRANDE,MA,43228,24499,18845,3772
SÃO ROBERTO,MA,4989,3571,2789,576
CANTAGALO,PR,12418,7094,3929,2586
TURVO,PR,14025,9473,5341,3196
ALTAMIRA DO PARANÁ,PR,4369,2639,1391,995
FIGUEIRA,PR,8380,5065,2758,1800
LUNARDELLI,PR,5082,3334,1400,1595
SATUBINHA,MA,8399,4367,3243,783
OLHO D'ÁGUA DAS CUNHÃS,MA,17361,11416,8326,2135
JURANDA,PR,7684,4961,1774,2781
DOURADINA,PR,6530,5376,1898,3083
SARANDI,PR,79686,53281,21425,25022
MISSAL,PR,10412,7242,2271,4488
ÁUREA,RS,3715,2802,1014,1485
TRÊS ARROIOS,RS,3015,2093,644,1185
NOVA ROMA DO SUL,RS,3490,2990,618,2039
PROGRESSO,RS,6210,6169,2590,2964
LAJEADO,RS,67474,50506,16293,28578
PIRAPÓ,RS,2988,1712,950,552
JABOTICABA,RS,4173,2673,1289,1138
SÃO JORGE,RS,2764,2150,443,1507
ALTO ALEGRE,RS,1940,1522,573,695
NOVA HARTZ,RS,16688,12365,4642,6457
ARARICÁ,RS,4781,4424,1501,2547
SAPIRANGA,RS,73979,51512,18322,28381
DOIS LAJEADOS,RS,3334,2823,612,1879
SÃO DOMINGOS DO SUL,RS,2854,2239,741,1190
TUNAS,RS,4378,3083,1822,1009
SANANDUVA,RS,14714,11369,3439,6902
SÃO JOÃO DA URTIGA,RS,4946,3361,1145,1820
SENADOR ALEXANDRE COSTA,MA,9071,6045,4503,1170
GUABIJU,RS,1669,1185,271,778
QUINZE DE NOVEMBRO,RS,3561,3087,890,1848
DOUTOR MAURÍCIO CARDOSO,RS,5494,3562,1226,2040
CAPELA DE SANTANA,RS,10950,6593,2865,3058
JAQUIRANA,RS,4404,2497,1097,1105
SÃO JOSÉ DOS AUSENTES,RS,3180,2665,981,1448
VANINI,RS,1956,1435,456,803
CASCA,RS,8381,8293,2398,4953
BOQUEIRÃO DO LEÃO,RS,7825,4616,2056,2086
FAGUNDES VARELA,RS,2508,2069,397,1450
ÁGUA SANTA,RS,3565,2219,690,1330
PAÇO DO LUMIAR,MA,98175,63812,37232,19656
SILVEIRA MARTINS,RS,2479,1839,715,912
IBIRAPUITÃ,RS,4182,2915,1309,1388
IBARAMA,RS,4331,2761,1264,1162
SEGREDO,RS,7022,4916,2240,2106
PANTANO GRANDE,RS,9816,6677,3814,2225
IPÊ,RS,5875,4611,929,3164
TRINDADE DO SUL,RS,5905,3986,2068,1594
AGUDO,RS,16714,11265,4510,5432
ERNESTINA,RS,3010,2704,1166,1293
AJURICABA,RS,7261,4898,1603,2800
IJUÍ,RS,76739,52711,21064,26777
DEZESSEIS DE NOVEMBRO,RS,2968,2296,1181,851
ALECRIM,RS,7357,4690,2095,2095
BROCHIER,RS,4701,3111,1092,1495
MONTENEGRO,RS,56790,38633,14242,19260
SENADOR LA ROCQUE,MA,20793,9223,6012,2565
EREBANGO,RS,2881,2333,909,1222
ALPESTRE,RS,8972,4853,2384,1987
PLANALTO,RS,10589,6634,2887,3148
ALEGRETE,RS,78188,42569,21062,16548
ENTRE-IJUÍS,RS,9126,5566,2406,2553
SANTO ÂNGELO,RS,73800,47528,20637,21977
NOVA ESPERANÇA DO SUL,RS,4775,3572,1493,1544
ANTA GORDA,RS,6163,4110,668,2989
PAVERAMA,RS,7616,5595,2127,2883
ANTÔNIO PRADO,RS,13591,8816,1593,6244
PALMEIRÂNDIA,MA,18105,12140,9758,1586
TERRA DE AREIA,RS,9709,6179,2291,3070
ALVORADA,RS,207142,108536,50161,43978
ARATIBA,RS,6616,5371,2216,2730
HARMONIA,RS,3658,3493,931,2158
ARROIO DO MEIO,RS,18079,14976,4412,8739
CAMPOS BORGES,RS,3564,2273,860,1021
ESPUMOSO,RS,14991,10840,4445,5296
ARROIO DOS RATOS,RS,13619,7985,4055,2888
CHARQUEADAS,RS,33705,21026,10663,7781
CERRO GRANDE,RS,2577,2109,1196,682
ARROIO DO TIGRE,RS,12638,8368,3373,4040
ESTRELA VELHA,RS,3659,2914,1302,1230
SERRANO DO MARANHÃO,MA,10576,6261,5383,524
IPIRANGA DO SUL,RS,1983,1686,347,1195
LAGOÃO,RS,6389,3803,2392,1029
ARROIO GRANDE,RS,18358,11946,6981,3619
ARVOREZINHA,RS,10210,7248,2307,4195
ESTAÇÃO,RS,6086,3914,1143,2310
AUGUSTO PESTANA,RS,7273,5033,1522,3046
ARROIO DO SAL,RS,6635,6529,2158,3514
TORRES,RS,32358,24254,8677,12348
PARAIBANO,MA,19453,10925,8551,1588
BAGÉ,RS,112550,69163,34767,26272
SÃO JOSÉ DO HORTÊNCIO,RS,3883,3169,617,2207
BARÃO DE COTEGIPE,RS,6519,4668,1695,2437
PINHAL,RS,2362,1994,783,933
BARRACÃO,RS,5306,3508,1638,1500
TRÊS CACHOEIRAS,RS,10390,6247,1630,3985
BARRA DO RIBEIRO,RS,11478,7870,3453,3403
SERTÃO SANTANA,RS,5791,4783,1604,2647
BARROS CASSAL,RS,11450,6673,3387,2496
SOLEDADE,RS,29926,18151,8704,7709
SUCUPIRA DO RIACHÃO,MA,4675,3433,2779,330
PROTÁSIO ALVES,RS,2114,1642,280,1146
POUSO NOVO,RS,1992,1403,593,698
BOA VISTA DO BURICÁ,RS,6468,4640,1545,2638
TRÊS DE MAIO,RS,23333,15372,5031,8851
EUGÊNIO DE CASTRO,RS,3057,2022,767,1039
BENTO GONÇALVES,RS,100643,75343,17140,50265
BOM JESUS,RS,11843,6583,3086,2740
CRISTAL,RS,7026,4818,2266,2012
BOM RETIRO DO SUL,RS,11130,8069,2741,4470
SÃO MIGUEL DAS MISSÕES,RS,7382,4830,2488,1986
BOSSOROCA,RS,7652,3882,2137,1301
SÃO LUIZ GONZAGA,RS,34487,20312,9802,8384
GLORINHA,RS,6908,5209,1594,3027
BRAGA,RS,3826,2333,1354,787
BUTIÁ,RS,19717,11140,5880,3924
MINAS DO LEÃO,RS,7728,5868,2989,2194
ALEGRIA,RS,4789,3063,1341,1427
CAÇAPAVA DO SUL,RS,32574,20104,11378,5810
PANAMBI,RS,36360,24924,7301,15379
CACEQUI,RS,13629,6533,3480,2494
MATA,RS,5291,3744,1702,1556
SÃO JOSÉ DO HERVAL,RS,2479,1587,803,637
PARNARAMA,MA,34912,18916,15289,2070
VISTA ALEGRE,RS,2871,2166,1174,831
CACHOEIRA DO SUL,RS,84629,49824,18568,24916
IVORÁ,RS,2378,1519,654,551
CACIQUE DOBLE,RS,4824,3385,1306,1772
CACHOEIRINHA,RS,112603,82057,31104,39912
VILA MARIA,RS,4159,2759,854,1652
MARAU,RS,33778,26829,7770,16220
CAIBATÉ,RS,5080,3614,1859,1433
TAQUARUÇU DO SUL,RS,2849,2377,1074,1067
CAIÇARA,RS,5184,3530,1353,1798
FREDERICO WESTPHALEN,RS,27308,22329,8692,11509
TRIZIDELA DO VALE,MA,18300,13600,8685,3833
SEDE NOVA,RS,2968,2104,968,929
CAMAQUÃ,RS,60563,37276,14332,18719
CHUVISCA,RS,4874,4172,1494,2196
CAMBARÁ DO SUL,RS,6959,4066,1343,2318
RIOZINHO,RS,4406,3428,1446,1549
CAMPINA DAS MISSÕES,RS,6342,4080,1687,1961
CÂNDIDO GODÓI,RS,6634,5290,1558,3217
CAMPINAS DO SUL,RS,5588,3955,1004,2609
RELVADO,RS,2196,1644,425,1017
PASSAGEM FRANCA,MA,17085,10239,7546,1624
IMIGRANTE,RS,3013,2200,673,1128
CAMPO BOM,RS,56595,42991,12978,25137
CAMPO NOVO,RS,5581,3084,1556,1316
REDENTORA,RS,9600,5350,3206,1709
CIDREIRA,RS,10883,8451,3893,3547
MONTAURI,RS,1583,1239,269,849
CANDELÁRIA,RS,29444,18787,7320,9158
TUFILÂNDIA,MA,5517,4449,3448,734
VISTA GAÚCHA,RS,2713,2191,983,927
VISTA ALEGRE DO PRATA,RS,1492,1365,279,880
CANELA,RS,38318,26519,8140,14708
CASEIROS,RS,2989,2553,983,1285
CANGUÇU,RS,53547,35032,13250,16365
ITACURUBI,RS,3568,1992,974,774
PASTOS BONS,MA,17507,11283,8569,2011
CARAZINHO,RS,58196,37750,14472,19026
CANOAS,RS,326458,206314,85130,92790
ENTRE RIOS DO SUL,RS,3101,2103,966,954
CERRO GRANDE DO SUL,RS,9233,5263,2384,2266
TAPES,RS,16557,10013,4703,4194
CARLOS BARBOSA,RS,23960,19330,4461,12230
SALVADOR DO SUL,RS,6644,5426,1437,3264
CAMARGO,RS,2471,2118,753,1170
CATUÍPE,RS,9499,6248,2442,3091
PARAÍSO DO SUL,RS,7346,5597,2129,2816
FORMIGUEIRO,RS,7116,4181,1971,1555
CERRO LARGO,RS,12484,7645,3616,3192
PORTO XAVIER,RS,10857,7185,3362,3254
GUARANI DAS MISSÕES,RS,8331,5309,2307,2452
FAXINALZINHO,RS,2613,1919,747,1019
CHAPADA,RS,9440,6757,2413,3569
AMARAL FERRADOR,RS,6232,3782,1757,1474
CAXIAS DO SUL,RS,399038,281945,85696,155130
CHIAPETTA,RS,4078,2903,1257,1392
TURILÂNDIA,MA,20119,10870,8250,1902
SANTA HELENA,MA,34022,17238,12457,3593
VILA FLORES,RS,3169,2895,572,2023
CIRÍACO,RS,4945,2967,1167,1460
COLORADO,RS,3744,2826,758,1799
CERRO BRANCO,RS,4465,2977,1131,1463
ANDRÉ DA ROCHA,RS,1206,1109,327,658
CONDOR,RS,6607,4530,1589,2477
POÇO DAS ANTAS,RS,1976,1697,445,989
PEDREIRAS,MA,37984,22732,14067,7060
CONSTANTINA,RS,9842,6743,2938,3228
TRÊS PALMEIRAS,RS,4388,3025,1669,1122
CORONEL BICACO,RS,7873,4840,2501,1996
NOVA ALVORADA,RS,3058,2402,623,1553
CRISSIUMAL,RS,14726,8731,3694,4116
MORRO REDONDO,RS,6199,4328,1596,1996
CRUZ ALTA,RS,63450,36387,16041,16817
BOA VISTA DO INCRA,RS,2447,2415,1002,1240
SANTA MARIA DO HERVAL,RS,6173,4697,1490,2502
VILA NOVA DOS MARTÍRIOS,MA,8671,6389,3864,2058
CRUZEIRO DO SUL,RS,12171,7969,2662,4315
BARÃO,RS,5293,4406,1142,2680
DAVID CANABARRO,RS,4704,3092,1150,1587
ELDORADO DO SUL,RS,31316,21386,9765,8827
ALTO FELIZ,RS,2934,2008,440,1222
DOIS IRMÃOS,RS,24815,20835,6534,11837
DOM FELICIANO,RS,14504,7963,4063,3000
DOM PEDRITO,RS,38148,22100,11541,8323
AMETISTA DO SUL,RS,8058,4987,2173,2454
PENALVA,MA,33473,18914,15401,2295
DONA FRANCISCA,RS,3572,1983,799,958
FAXINAL DO SOTURNO,RS,6343,5140,2026,2455
BARÃO DO TRIUNFO,RS,6924,3802,1354,1893
ENCANTADO,RS,19536,14175,4057,8475
BARRA DO GUARITA,RS,2969,2079,1119,847
ENCRUZILHADA DO SUL,RS,24152,15152,8343,4946
BARRA DO RIO AZUL,RS,2028,1515,653,674
ERECHIM,RS,92945,65957,20739,38134
BARRA FUNDA,RS,2338,2301,864,1122
HERVAL,RS,6873,4006,2552,960
ERVAL GRANDE,RS,5294,3559,1819,1388
BOA VISTA DAS MISSÕES,RS,2066,1584,789,667
BOM PROGRESSO,RS,2441,1902,983,788
ERVAL SECO,RS,8212,4631,2379,1784
ESMERALDA,RS,3234,2317,979,1126
CAMPESTRE DA SERRA,RS,3205,2558,502,1798
CANDIOTA,RS,8236,6432,4114,1654
CAPITÃO,RS,2595,2064,761,1033
ESTÂNCIA VELHA,RS,40740,30623,8146,18898
CARLOS GOMES,RS,1719,1192,574,512
ESTEIO,RS,78816,53519,24275,22403
ESTRELA,RS,29071,19852,5196,12497
CENTENÁRIO,RS,3026,2314,1018,1123
FARROUPILHA,RS,59871,47400,11200,30199
CHARRUA,RS,3581,1995,927,883
SÃO JOÃO DO POLÊSINE,RS,2702,2409,794,1352
FELIZ,RS,11679,9223,2710,5354
COQUEIROS DO SUL,RS,3106,1996,640,1136
FLORES DA CUNHA,RS,25307,20931,3378,15104
COXILHA,RS,2916,2288,1009,1123
FONTOURA XAVIER,RS,11074,6625,3673,2329
DERRUBADAS,RS,3378,2242,1040,939
DOIS IRMÃOS DAS MISSÕES,RS,2362,1633,840,678
ENGENHO VELHO,RS,1584,988,520,370
GARIBALDI,RS,28791,22254,5040,14654
GAURAMA,RS,6108,4435,1314,2626
GARRUCHOS,RS,3457,2343,1376,775
GENERAL CÂMARA,RS,8782,4865,2411,1962
GENTIL,RS,1579,1365,349,881
SÃO VICENTE DO SUL,RS,8361,5244,2544,2075
GRAMADO XAVIER,RS,3911,2491,1261,968
GETÚLIO VARGAS,RS,15961,10253,2802,6244
SERTÃO,RS,6663,4503,1490,2619
HULHA NEGRA,RS,6030,3904,2307,1243
GIRUÁ,RS,17070,10599,3610,6111
GRAMADO,RS,31652,26317,6015,17266
INHACORÁ,RS,2290,1866,884,846
ITAPUCA,RS,2454,1494,558,806
GRAVATAÍ,RS,261150,151912,55463,75004
GUAÍBA,RS,93578,59687,27380,24498
LAJEADO DO BUGRE,RS,2536,1612,919,579
GUAPORÉ,RS,21421,15687,3657,10371
LAGOA DOS TRÊS CANTOS,RS,1590,1382,334,900
LINDOLFO COLLOR,RS,5279,3944,1629,1915
LINHA NOVA,RS,1488,1207,358,685
HORIZONTINA,RS,18305,12215,3753,7386
MANOEL VIANA,RS,6784,4382,2312,1697
HUMAITÁ,RS,4923,3483,1408,1755
MAQUINÉ,RS,7374,4702,2299,1858
OSÓRIO,RS,39290,29504,13123,12384
MARATÁ,RS,2444,2020,527,1203
IBIAÇÁ,RS,4681,3403,1061,1915
IBIRAIARAS,RS,7094,4124,1082,2542
LAGOA VERMELHA,RS,27434,16862,6564,8508
MARIANA PIMENTEL,RS,3964,2701,996,1368
IBIRUBÁ,RS,18690,13849,4259,8129
MATO CASTELHANO,RS,2608,2321,590,1553
IGREJINHA,RS,31113,22786,7124,13294
ILÓPOLIS,RS,4202,2985,679,2019
MONTE BELO DO SUL,RS,2766,2604,414,1931
INDEPENDÊNCIA,RS,6679,4577,1649,2429
MORMAÇO,RS,2578,2259,917,1129
PIO XII,MA,21821,14082,10556,2526
IRAÍ,RS,8468,4472,2165,1914
MORRINHOS DO SUL,RS,3241,2656,840,1474
ITAQUI,RS,36361,20171,8818,9285
MORRO REUTER,RS,5599,4663,1084,3019
ITATIBA DO SUL,RS,4574,2976,1803,1021
MULITERNO,RS,1800,1736,801,723
IVOTI,RS,18517,14544,3759,8863
JACUTINGA,RS,3567,2495,844,1371
NOVA BOA VISTA,RS,2083,1763,521,929
NOVA PÁDUA,RS,2484,2045,206,1672
JAGUARÃO,RS,27944,15984,8500,5355
JAGUARI,RS,11626,7266,2887,3300
NOVA SANTA RITA,RS,20591,15214,6538,7164
JÚLIO DE CASTILHOS,RS,19541,12311,6602,4441
NOVO BARREIRO,RS,3858,3420,1773,1394
NOVO MACHADO,RS,4246,2678,941,1544
NOVO TIRADENTES,RS,2331,1548,799,574
LAVRAS DO SUL,RS,8115,4499,2618,1376
PARECI NOVO,RS,3151,2546,568,1688
LIBERATO SALZANO,RS,6102,3577,1960,1268
MARQUES DE SOUZA,RS,4043,3231,1068,1861
FORQUETINHA,RS,2548,2122,652,1234
PASSO DO SOBRADO,RS,5967,4361,1907,2052
MACHADINHO,RS,5503,3986,1555,2070
PICADA CAFÉ,RS,4824,4105,1059,2434
PIRAPEMAS,MA,15043,9365,7301,1412
PINHAL GRANDE,RS,4496,2934,1477,1123
MARCELINO RAMOS,RS,5372,3239,1302,1645
PINHEIRINHO DO VALE,RS,4411,2948,1353,1322
MARIANO MORO,RS,2284,1812,847,764
PONTÃO,RS,3904,2824,1367,1258
PONTE PRETA,RS,1840,1579,464,891
MAXIMILIANO DE ALMEIDA,RS,5059,3308,1044,1894
PORTO MAUÁ,RS,2565,1878,644,1086
MIRAGUAÍ,RS,4869,3784,2108,1405
PORTO VERA CRUZ,RS,2084,1410,632,661
PRESIDENTE LUCENA,RS,2355,1944,413,1259
MOSTARDAS,RS,11903,7088,2826,3259
QUEVEDOS,RS,2732,1911,985,710
POÇÃO DE PEDRAS,MA,15853,11397,7826,2643
MUÇUM,RS,4574,3506,900,2146
RIO DOS ÍNDIOS,RS,4202,2354,1292,855
NÃO-ME-TOQUE,RS,15228,10890,3434,6526
SAGRADA FAMÍLIA,RS,2595,1862,955,706
NONOAI,RS,12327,7376,3519,3296
SALVADOR DAS MISSÕES,RS,2601,2308,842,1231
NOVA ARAÇÁ,RS,3775,3314,692,2318
SANTA CLARA DO SUL,RS,5471,4631,1265,2708
NOVA BASSANO,RS,8683,6204,939,4722
SANTA TEREZA,RS,1815,1504,390,963
NOVA BRÉSCIA,RS,3162,2336,483,1624
SANTO ANTÔNIO DO PALMA,RS,2216,838,402,343
NOVA PALMA,RS,6432,3978,1598,1797
SANTO ANTÔNIO DO PLANALTO,RS,2029,1785,486,1098
SANTO EXPEDITO DO SUL,RS,2614,1893,702,1012
NOVA PETRÓPOLIS,RS,17747,14214,3017,9238
NOVA PRATA,RS,22257,15916,3338,10810
SÃO JOSÉ DO INHACORÁ,RS,2132,1954,659,1001
PAIM FILHO,RS,4480,3231,1521,1537
NOVO HAMBURGO,RS,253067,144338,42801,84976
SÃO JOSÉ DAS MISSÕES,RS,2952,1800,1007,644
PALMEIRA DAS MISSÕES,RS,33846,19641,8949,8978
SÃO MARTINHO DA SERRA,RS,3409,2456,927,1275
PALMITINHO,RS,6905,4560,2363,1725
