MUNICIPIO,ESTADO,POPULACAOESTIMADA,TOTALCOMPARECIMENTOS,VOTOSLULA,VOTOSBOLSONARO
IRACEMINHA,SC,3901,3109,859,1960
ANITA GARIBALDI,SC,6783,6013,2826,2579
TIMBÓ GRANDE,SC,8003,4156,1872,1736
SANTA CECÍLIA,SC,17004,9785,4038,4834
ANITÁPOLIS,SC,3223,2719,870,1495
ABDON BATISTA,SC,2534,2134,725,1127
ANTÔNIO CARLOS,SC,8712,6684,1077,4918
BIGUAÇU,SC,70471,44247,13549,24780
SANTA ROSA DO SUL,SC,8397,6137,1687,3847
ARAQUARI,SC,40890,19953,5688,12543
CELSO RAMOS,SC,2709,2452,994,1199
OLINDA NOVA DO MARANHÃO,MA,14968,7359,5662,1012
MATINHA,MA,23591,15555,11256,3261
SERRA ALTA,SC,3249,2126,712,1224
CUNHA PORÃ,SC,11150,8104,1398,5929
ARARANGUÁ,SC,69493,39663,11202,24254
BALNEÁRIO ARROIO DO SILVA,SC,13782,9838,3420,5504
MARACAJÁ,SC,7461,6405,2040,3659
ARMAZÉM,SC,8843,5608,1408,3787
COCAL DO SUL,SC,16956,11454,2597,7392
ARROIO TRINTA,SC,3547,2671,626,1755
NOVA ITABERABA,SC,4327,3430,1598,1559
ASCURRA,SC,8021,6415,1096,4739
SANTA TEREZINHA,SC,8760,5482,1587,3442
ATALANTA,SC,3179,2511,479,1776
MIRIM DOCE,SC,2257,1959,567,1233
AURORA,SC,5687,4445,841,3184
CERRO NEGRO,SC,3013,2385,1311,868
PASSO DE TORRES,SC,9269,5814,2003,3180
BALNEÁRIO CAMBORIÚ,SC,149227,80008,19127,55070
CAMBORIÚ,SC,87179,45109,11640,29088
BRAÇO DO TROMBUDO,SC,3794,2721,509,1980
BARRA VELHA,SC,30539,19780,4704,13397
BENEDITO NOVO,SC,11896,6811,1009,5129
SUL BRASIL,SC,2386,2142,924,964
PAULINO NEVES,MA,16295,10654,8296,1546
TUTÓIA,MA,59927,30927,21765,5981
VARGEM,SC,2387,2330,1037,1056
BOM RETIRO,SC,10153,5345,1872,2921
ARABUTÃ,SC,4268,3203,985,1851
ÁGUAS FRIAS,SC,2341,2181,873,1047
BOTUVERÁ,SC,5396,3828,772,2659
PLANALTO ALEGRE,SC,2907,2369,1175,950
BRAÇO DO NORTE,SC,34294,20979,4027,14970
RIQUEZA,SC,4525,3352,1312,1693
BLUMENAU,SC,366418,216024,47482,139214
BRUSQUE,SC,140597,79638,15961,55740
CAÇADOR,SC,80017,41680,16019,20720
CAIBI,SC,6112,4121,1138,2647
PEDRO DO ROSÁRIO,MA,25560,13116,10489,1737
RIO RUFINO,SC,2484,1898,698,1015
PASSOS MAIA,SC,4072,2717,1415,1067
CAMPO ALEGRE,SC,11985,7701,1490,5451
SÃO BENTO DO SUL,SC,86317,51485,10576,34270
SÃO JOÃO DO OESTE,SC,6423,4085,898,2692
ITAPIRANGA,SC,17139,10512,2805,6462
CAMPO BELO DO SUL,SC,6889,4610,2062,2073
CAMPO ERÊ,SC,8312,5803,3088,2321
CALMON,SC,3325,2438,1567,681
BALNEÁRIO BARRA DO SUL,SC,11271,7526,2010,4907
CAMPOS NOVOS,SC,36861,20631,6762,11677
PARAÍSO,SC,3284,2950,1402,1255
CANELINHA,SC,12553,7540,1795,5076
BELMONTE,SC,2712,1985,752,1010
CANOINHAS,SC,54558,33496,9213,19669
MAJOR VIEIRA,SC,8209,5654,2090,2773
CAPINZAL,SC,23218,14126,4821,7720
NOVO HORIZONTE,SC,2366,2160,910,1088
CATANDUVAS,SC,11106,6828,2528,3770
SÃO MIGUEL DA BOA VISTA,SC,1794,1421,687,575
ARVOREDO,SC,2228,2120,836,1069
IPUAÇU,SC,7643,4576,2884,1363
CONCÓRDIA,SC,75683,48108,13613,29564
CORONEL FREITAS,SC,9900,6428,2395,3497
CHAPECÓ,SC,227587,130964,46992,72582
IRATI,SC,1887,1741,815,757
PERITORÓ,MA,23530,12519,9817,1958
CORUPÁ,SC,16300,9985,2010,6924
FORMOSA DO SUL,SC,2481,2015,988,841
CRICIÚMA,SC,219393,121468,31462,75743
CHUPINGUAIA,RO,11755,5141,1683,3137
MACIEIRA,SC,1757,1483,694,667
PONTE ALTA DO NORTE,SC,3426,2205,901,1091
SÃO CRISTÓVÃO DO SUL,SC,5646,2704,1139,1360
CURITIBANOS,SC,40037,23564,8728,12207
PONTE ALTA,SC,4619,3564,1367,1838
DESCANSO,SC,8136,5934,2058,3225
JOÃO LISBOA,MA,23677,16308,9950,5003
VARGEM BONITA,SC,4411,3315,1312,1716
DIONÍSIO CERQUEIRA,SC,15592,8715,3802,4309
DONA EMMA,SC,4224,2700,708,1672
BOMBINHAS,SC,20889,13508,3469,8467
SANGÃO,SC,13128,6958,1418,5036
ERVAL VELHO,SC,4423,3285,874,2075
CAPIVARI DE BAIXO,SC,25477,14199,4530,8098
TUBARÃO,SC,107143,65587,15121,42639
CORDILHEIRA ALTA,SC,4585,3430,1185,1972
FAXINAL DOS GUEDES,SC,10630,7661,3621,3509
BOM JESUS,SC,3104,2981,1355,1441
FORQUILHINHA,SC,27621,17487,4499,11327
MORRO GRANDE,SC,2884,2304,469,1591
PORTO RICO DO MARANHÃO,MA,5936,4907,3413,1128
GALVÃO,SC,2711,2312,920,1192
CORONEL MARTINS,SC,2560,2009,871,977
FLORIANÓPOLIS,SC,516524,327096,135981,146358
GOVERNADOR CELSO RAMOS,SC,14739,11731,2425,7974
SÃO JOÃO DO ITAPERIÚ,SC,3784,3079,545,2328
GAROPABA,SC,24070,17400,6265,9098
JARDINÓPOLIS,SC,1520,1441,511,778
GARUVA,SC,18816,9397,2319,6231
JOINVILLE,SC,604708,357062,74346,239294
ERMO,SC,2059,1969,486,1317
JOSELÂNDIA,MA,16228,8687,6476,1697
PRESIDENTE DUTRA,MA,48264,24766,15938,7193
SÃO PEDRO DE ALCÂNTARA,SC,6046,3591,899,2257
GASPAR,SC,71925,38734,9182,25482
ILHOTA,SC,14531,10366,2266,7099
GRÃO-PARÁ,SC,6621,4832,1045,3267
GRAVATAL,SC,11652,7253,1607,4984
BELA VISTA DO TOLDO,SC,6386,4256,1347,2301
GUABIRUBA,SC,24922,14115,2653,9857
CAPÃO ALTO,SC,2467,2375,775,1206
PRESIDENTE MÉDICI,MA,7124,4076,3083,652
GUARACIABA,SC,9964,7621,2885,3870
PAINEL,SC,2352,2014,827,937
GUARAMIRIM,SC,46757,25989,6147,17467
BOCAINA DO SUL,SC,3501,2634,996,1381
GUARUJÁ DO SUL,SC,5196,3257,1183,1774
ALTO BELA VISTA,SC,1915,1526,474,847
HERVAL D'OESTE,SC,22820,13455,4218,7820
LACERDÓPOLIS,SC,2248,1814,481,1116
FREI ROGÉRIO,SC,1918,1843,683,928
IBICARÉ,SC,3154,2475,650,1637
LAGO DA PEDRA,MA,50959,26166,14977,9634
TREVISO,SC,4002,3253,1079,1666
IBIRAMA,SC,19238,11852,2543,7888
IOMERÊ,SC,2979,2349,534,1553
IÇARA,SC,58055,33997,8385,22188
IBIAM,SC,1952,1563,540,901
PRESIDENTE SARNEY,MA,19217,10766,8558,1550
IMARUÍ,SC,9764,7717,3274,3577
ENTRE RIOS,SC,3232,2444,1594,651
IMBITUBA,SC,45711,30211,11545,14914
BOM JESUS DO OESTE,SC,2136,1639,508,937
IMBUIA,SC,6284,4304,1044,2832
SÃO BERNARDINO,SC,2239,2098,1059,862
IPIRA,SC,4367,3192,1211,1632
INDAIAL,SC,72346,36155,7107,24936
LAGO DO JUNCO,MA,10900,6434,4766,1374
SANTA TEREZINHA DO PROGRESSO,SC,2317,1930,1016,685
IPUMIRIM,SC,7647,5067,2195,2440
SALTINHO,SC,3727,2674,1581,871
IRANI,SC,10575,6027,2159,3261
IRINEÓPOLIS,SC,11354,6523,2212,3655
PORTO UNIÃO,SC,35685,19926,6023,11456
PALMEIRA,SC,2673,2356,807,1275
ITÁ,SC,6091,4940,2094,2247
ITAIÓPOLIS,SC,21889,13494,3178,8838
FLOR DO SERTÃO,SC,1575,1445,673,608
CUNHATAÍ,SC,1972,1554,452,877
PRINCESA,SC,2950,2130,780,1140
ITAPEMA,SC,69323,39440,8987,27073
ITAPOÁ,SC,21766,13684,3848,8471
ITAJAÍ,SC,226617,135411,33917,87882
ITUPORANGA,SC,25619,15978,3179,11328
RAPOSA,MA,31586,17230,10806,4934
CHAPADÃO DO LAGEADO,SC,3025,2264,701,1382
TURVO,SC,13080,9192,1571,6831
JACINTO MACHADO,SC,10337,7205,1662,4761
JAGUARUNA,SC,20547,12005,3123,7770
BALNEÁRIO GAIVOTA,SC,11537,7740,2621,4344
SOMBRIO,SC,31084,18376,5184,11237
LAGO VERDE,MA,16369,9297,7427,1390
BARRA BONITA,SC,1625,1482,636,679
JARAGUÁ DO SUL,SC,184579,105178,22389,71810
BRUNÓPOLIS,SC,2318,2316,1010,1092
JOAÇABA,SC,30684,17567,4498,11197
LUZERNA,SC,5683,4029,810,2826
ZORTÉA,SC,3432,2175,845,1076
OURO,SC,7251,5199,1431,3236
RIBAMAR FIQUENE,MA,7859,5052,3231,1501
LAURENTINO,SC,7154,5107,1091,3542
LAGUNA,SC,46424,28762,10312,14948
LAURO MÜLLER,SC,15380,10455,3375,5675
LAGES,SC,157158,99908,30942,56928
LIMA CAMPOS,MA,11943,8388,5384,2327
LEOBERTO LEAL,SC,2960,2736,765,1567
LUIZ ALVES,SC,13347,8754,1590,6409
MAJOR GERCINO,SC,3465,2518,675,1573
MAFRA,SC,56825,34807,7915,22472
MARAVILHA,SC,26463,16531,4689,10254
SANTA FILOMENA DO MARANHÃO,MA,7878,4635,3577,795
TUNTUM,MA,42242,21537,14494,5425
MASSARANDUBA,SC,17330,11045,1883,8078
MATOS COSTA,SC,2442,1894,982,756
MELEIRO,SC,6989,4815,910,3539
MODELO,SC,4227,2687,946,1428
LORETO,MA,12271,6566,4751,1267
MONDAÍ,SC,12034,6327,2436,3188
MONTE CASTELO,SC,8263,5604,2191,2834
MORRO DA FUMAÇA,SC,18095,10814,2074,7736
URUSSANGA,SC,21419,13542,2820,9026
SANTANA DO MARANHÃO,MA,13704,5951,4568,1039
NAVEGANTES,SC,85734,45578,12816,27908
NOVA ERECHIM,SC,5163,3334,1269,1744
NOVA VENEZA,SC,15515,10298,2238,7087
NOVA TRENTO,SC,15010,9089,1823,6268
ORLEANS,SC,23161,15380,2964,10809
LUÍS DOMINGUES,MA,7016,4024,2498,1160
PALMA SOLA,SC,7321,4515,2278,1833
PALMITOS,SC,16144,10055,2841,6185
PAPANDUVA,SC,19521,12196,4966,6023
PAULO LOPES,SC,7642,5620,1800,3209
PALHOÇA,SC,178679,113869,35455,63393
PEDRAS GRANDES,SC,3931,3389,731,2254
PENHA,SC,34022,17688,3969,11921
PERITIBA,SC,2733,2359,587,1510
SANTO AMARO DO MARANHÃO,MA,16219,8939,7114,1160
PETROLÂNDIA,SC,5873,4701,962,3289
BALNEÁRIO PIÇARRAS,SC,24385,14411,3642,9472
PINHALZINHO,SC,21103,12625,4643,6792
SAUDADES,SC,9874,6944,2378,3871
PINHEIRO PRETO,SC,3635,2367,828,1289
MAGALHÃES DE ALMEIDA,MA,20228,8946,6529,1643
SÃO BERNARDO,MA,28825,17012,12705,2962
POMERODE,SC,34561,21203,3798,14923
PONTE SERRADA,SC,11674,6523,3114,2870
SÃO DOMINGOS DO AZEITÃO,MA,7448,5190,3852,968
PORTO BELO,SC,22466,12905,3050,8493
POUSO REDONDO,SC,17965,9746,2155,6900
PRAIA GRANDE,SC,7305,5304,2052,2654
MATA ROMA,MA,17122,12254,9298,2048
PRESIDENTE CASTELLO BRANCO,SC,1526,1403,286,1012
PRESIDENTE GETÚLIO,SC,17973,11248,2293,7882
PRESIDENTE NEREU,SC,2279,1785,487,1100
QUILOMBO,SC,9773,7006,3031,3336
SÃO FRANCISCO DO BREJÃO,MA,12082,6166,3592,2165
RANCHO QUEIMADO,SC,2897,2472,644,1513
RIO DAS ANTAS,SC,6199,4253,1228,2633
RIO DO CAMPO,SC,5864,4282,992,2963
SALETE,SC,7674,5302,1303,3534
RIO DO OESTE,SC,7552,4611,1233,2960
RIO DOS CEDROS,SC,11937,7269,1353,5083
RIO FORTUNA,SC,4630,3925,536,2939
RIO DO SUL,SC,72931,41033,8987,27746
RIO NEGRINHO,SC,42684,25081,5752,16324
RODEIO,SC,11647,8004,1501,5674
ROMELÂNDIA,SC,4584,3400,1374,1603
SÃO JOÃO DO CARÚ,MA,15768,8682,6167,1942
SALTO VELOSO,SC,4792,2909,874,1762
SANTA ROSA DE LIMA,SC,2151,1565,441,915
MATÕES,MA,34099,18908,15096,2522
SÃO BONIFÁCIO,SC,2791,2397,412,1654
SÃO CARLOS,SC,11456,6768,2361,3682
SÃO DOMINGOS,SC,9422,5910,2455,2995
SÃO JOÃO DO PARAÍSO,MA,11207,6485,3876,2174
SÃO FRANCISCO DO SUL,SC,54751,29166,8162,17942
SÃO JOÃO DO SUL,SC,7332,5686,1512,3425
SÃO JOÃO BATISTA,SC,39719,18110,3695,12723
SÃO JOAQUIM,SC,27322,13977,5151,6955
BOM JARDIM DA SERRA,SC,4801,4084,1619,2040
SÃO JOSÉ DO CEDRO,SC,13811,9246,2672,5784
SÃO JOSÉ DO CERRITO,SC,8054,6240,3186,2461
SÃO LOURENÇO DO OESTE,SC,24501,15045,5227,8274
SÃO LUDGERO,SC,13886,7557,1466,5284
SÃO MARTINHO,SC,3162,2836,475,2071
SÃO JOSÉ,SC,253705,152991,50433,81511
MIRADOR,MA,21045,12795,9978,1978
SÃO MIGUEL DO OESTE,SC,41246,24523,7971,13771
SCHROEDER,SC,22605,11542,2606,7873
SEARA,SC,17610,11865,4783,5640
SÃO JOÃO DO SOTER,MA,18746,10519,8723,1128
SIDERÓPOLIS,SC,14176,8728,2704,4954
TAIÓ,SC,18576,11976,2321,8681
TANGARÁ,SC,8648,5514,1483,3473
MIRINZAL,MA,15059,8657,6405,1537
TIJUCAS,SC,39889,24940,6693,15575
TIMBÓ,SC,45703,28054,4453,20348
TRÊS BARRAS,SC,19455,11169,3880,5908
TREZE DE MAIO,SC,7104,5600,929,4135
SÃO JOSÉ DOS BASÍLIOS,MA,7639,4973,4069,646
TREZE TÍLIAS,SC,8138,5185,1104,3667
TROMBUDO CENTRAL,SC,7506,4404,870,3180
TUNÁPOLIS,SC,4507,3433,736,2242
MONÇÃO,MA,33888,14218,10975,2209
PINDARÉ-MIRIM,MA,33186,19375,14181,3798
URUBICI,SC,11311,6427,1733,4141
VARGEÃO,SC,3569,2553,1110,1203
VIDAL RAMOS,SC,6321,4586,1151,2947
WITMARSUM,SC,4032,2907,774,1806
VIDEIRA,SC,54145,30615,8191,19310
XANXERÊ,SC,52290,27967,10510,15057
XAVANTINA,SC,3873,3073,1288,1554
XAXIM,SC,29254,18583,6034,10964
SÃO PEDRO DA ÁGUA BRANCA,MA,12779,7072,4384,2267
BALNEÁRIO RINCÃO,SC,13129,9573,3221,5521
PESCARIA BRAVA,SC,10225,6499,2472,3275
TIMBÉ DO SUL,SC,5338,3737,990,2385
CORREIA PINTO,SC,12315,9928,4044,4807
OTACÍLIO COSTA,SC,19201,10965,3565,6195
SÃO PEDRO DOS CRENTES,MA,4700,3644,1317,2065
MORROS,MA,19708,12543,9504,2296
PRESIDENTE JUSCELINO,MA,12939,7718,6073,1143
SÃO RAIMUNDO DO DOCA BEZERRA,MA,5028,3945,2944,663
NINA RODRIGUES,MA,14826,7379,5701,1127
VARGEM GRANDE,MA,57813,24499,18845,3772
SÃO ROBERTO,MA,6856,3571,2789,576
CANTAGALO,PR,13340,7094,3929,2586
TURVO,PR,12977,9473,5341,3196
FIGUEIRA,PR,7625,5065,2758,1800
LUNARDELLI,PR,4695,3334,1400,1595
SATUBINHA,MA,14274,4367,3243,783
OLHO D'ÁGUA DAS CUNHÃS,MA,19616,11416,8326,2135
JURANDA,PR,7244,4961,1774,2781
DOURADINA,PR,8988,5376,1898,3083
SARANDI,PR,98888,53281,21425,25022
MISSAL,PR,10706,7242,2271,4488
ÁUREA,RS,3517,2802,1014,1485
TRÊS ARROIOS,RS,2620,2093,644,1185
NOVA ROMA DO SUL,RS,3743,2990,618,2039
PROGRESSO,RS,6235,6169,2590,2964
LAJEADO,RS,86005,50506,16293,28578
PIRAPÓ,RS,2205,1712,950,552
JABOTICABA,RS,3738,2673,1289,1138
SÃO JORGE,RS,2808,2150,443,1507
ALTO ALEGRE,RS,1590,1522,573,695
NOVA HARTZ,RS,22147,12365,4642,6457
ARARICÁ,RS,5840,4424,1501,2547
SAPIRANGA,RS,80514,51512,18322,28381
DOIS LAJEADOS,RS,3410,2823,612,1879
SÃO DOMINGOS DO SUL,RS,3091,2239,741,1190
TUNAS,RS,4585,3083,1822,1009
SANANDUVA,RS,16382,11369,3439,6902
SÃO JOÃO DA URTIGA,RS,4625,3361,1145,1820
SENADOR ALEXANDRE COSTA,MA,11285,6045,4503,1170
GUABIJU,RS,1478,1185,271,778
QUINZE DE NOVEMBRO,RS,3810,3087,890,1848
DOUTOR MAURÍCIO CARDOSO,RS,4380,3562,1226,2040
CAPELA DE SANTANA,RS,12183,6593,2865,3058
JAQUIRANA,RS,3611,2497,1097,1105
SÃO JOSÉ DOS AUSENTES,RS,3559,2665,981,1448
VANINI,RS,2130,1435,456,803
CASCA,RS,9070,8293,2398,4953
BOQUEIRÃO DO LEÃO,RS,7691,4616,2056,2086
FAGUNDES VARELA,RS,2750,2069,397,1450
ÁGUA SANTA,RS,3738,2219,690,1330
PAÇO DO LUMIAR,MA,125265,63812,37232,19656
SILVEIRA MARTINS,RS,2365,1839,715,912
IBIRAPUITÃ,RS,3988,2915,1309,1388
IBARAMA,RS,4393,2761,1264,1162
SEGREDO,RS,7465,4916,2240,2106
PANTANO GRANDE,RS,8995,6677,3814,2225
IPÊ,RS,6736,4611,929,3164
TRINDADE DO SUL,RS,5781,3986,2068,1594
AGUDO,RS,16344,11265,4510,5432
ERNESTINA,RS,3171,2704,1166,1293
AJURICABA,RS,6951,4898,1603,2800
IJUÍ,RS,84041,52711,21064,26777
DEZESSEIS DE NOVEMBRO,RS,2331,2296,1181,851
ALECRIM,RS,5710,4690,2095,2095
BROCHIER,RS,5132,3111,1092,1495
MONTENEGRO,RS,66157,38633,14242,19260
SENADOR LA ROCQUE,MA,13981,9223,6012,2565
EREBANGO,RS,2978,2333,909,1222
ALPESTRE,RS,5885,4853,2384,1987
PLANALTO,RS,9957,6634,2887,3148
ALEGRETE,RS,72493,42569,21062,16548
ENTRE-IJUÍS,RS,8350,5566,2406,2553
SANTO ÂNGELO,RS,77544,47528,20637,21977
NOVA ESPERANÇA DO SUL,RS,5465,3572,1493,1544
ANTA GORDA,RS,5941,4110,668,2989
PAVERAMA,RS,8541,5595,2127,2883
ANTÔNIO PRADO,RS,13041,8816,1593,6244
PALMEIRÂNDIA,MA,19840,12140,9758,1586
TERRA DE AREIA,RS,11323,6179,2291,3070
ALVORADA,RS,212352,108536,50161,43978
ARATIBA,RS,6145,5371,2216,2730
HARMONIA,RS,4967,3493,931,2158
ARROIO DO MEIO,RS,21121,14976,4412,8739
CAMPOS BORGES,RS,3272,2273,860,1021
ESPUMOSO,RS,15594,10840,4445,5296
ARROIO DOS RATOS,RS,14201,7985,4055,2888
CHARQUEADAS,RS,41705,21026,10663,7781
CERRO GRANDE,RS,2281,2109,1196,682
ARROIO DO TIGRE,RS,13452,8368,3373,4040
ESTRELA VELHA,RS,3646,2914,1302,1230
SERRANO DO MARANHÃO,MA,10343,6261,5383,524
IPIRANGA DO SUL,RS,1871,1686,347,1195
LAGOÃO,RS,6469,3803,2392,1029
ARROIO GRANDE,RS,18185,11946,6981,3619
ARVOREZINHA,RS,10422,7248,2307,4195
ESTAÇÃO,RS,5924,3914,1143,2310
AUGUSTO PESTANA,RS,6545,5033,1522,3046
ARROIO DO SAL,RS,10483,6529,2158,3514
TORRES,RS,39381,24254,8677,12348
PARAIBANO,MA,21571,10925,8551,1588
BAGÉ,RS,121518,69163,34767,26272
SÃO JOSÉ DO HORTÊNCIO,RS,4924,3169,617,2207
BARÃO DE COTEGIPE,RS,6616,4668,1695,2437
PINHAL,RS,2581,1994,783,933
BARRACÃO,RS,5237,3508,1638,1500
TRÊS CACHOEIRAS,RS,11174,6247,1630,3985
BARRA DO RIBEIRO,RS,13618,7870,3453,3403
SERTÃO SANTANA,RS,6586,4783,1604,2647
BARROS CASSAL,RS,11167,6673,3387,2496
SOLEDADE,RS,31067,18151,8704,7709
SUCUPIRA DO RIACHÃO,MA,5692,3433,2779,330
PROTÁSIO ALVES,RS,1929,1642,280,1146
POUSO NOVO,RS,1586,1403,593,698
BOA VISTA DO BURICÁ,RS,6712,4640,1545,2638
TRÊS DE MAIO,RS,23846,15372,5031,8851
EUGÊNIO DE CASTRO,RS,2310,2022,767,1039
BENTO GONÇALVES,RS,123090,75343,17140,50265
BOM JESUS,RS,11270,6583,3086,2740
CRISTAL,RS,8121,4818,2266,2012
BOM RETIRO DO SUL,RS,12448,8069,2741,4470
SÃO MIGUEL DAS MISSÕES,RS,7692,4830,2488,1986
BOSSOROCA,RS,6135,3882,2137,1301
SÃO LUIZ GONZAGA,RS,33124,20312,9802,8384
GLORINHA,RS,8304,5209,1594,3027
BRAGA,RS,3271,2333,1354,787
BUTIÁ,RS,20963,11140,5880,3924
MINAS DO LEÃO,RS,8130,5868,2989,2194
ALEGRIA,RS,3287,3063,1341,1427
CAÇAPAVA DO SUL,RS,33476,20104,11378,5810
PANAMBI,RS,44583,24924,7301,15379
CACEQUI,RS,12291,6533,3480,2494
MATA,RS,4760,3744,1702,1556
SÃO JOSÉ DO HERVAL,RS,1917,1587,803,637
PARNARAMA,MA,35108,18916,15289,2070
VISTA ALEGRE,RS,2726,2166,1174,831
CACHOEIRA DO SUL,RS,81552,49824,18568,24916
IVORÁ,RS,1854,1519,654,551
CACIQUE DOBLE,RS,5083,3385,1306,1772
CACHOEIRINHA,RS,132144,82057,31104,39912
VILA MARIA,RS,4368,2759,854,1652
MARAU,RS,45523,26829,7770,16220
CAIBATÉ,RS,4802,3614,1859,1433
TAQUARUÇU DO SUL,RS,3081,2377,1074,1067
CAIÇARA,RS,4659,3530,1353,1798
FREDERICO WESTPHALEN,RS,31675,22329,8692,11509
TRIZIDELA DO VALE,MA,22223,13600,8685,3833
IMBÉ,RS,23721,15301,5944,7485
SEDE NOVA,RS,2875,2104,968,929
CAMAQUÃ,RS,66686,37276,14332,18719
CHUVISCA,RS,5518,4172,1494,2196
CAMBARÁ DO SUL,RS,6383,4066,1343,2318
TUPANDI,RS,5019,3734,801,2560
RIOZINHO,RS,4698,3428,1446,1549
CAMPINA DAS MISSÕES,RS,5325,4080,1687,1961
CÂNDIDO GODÓI,RS,6106,5290,1558,3217
CAMPINAS DO SUL,RS,5422,3955,1004,2609
RELVADO,RS,2068,1644,425,1017
PASSAGEM FRANCA,MA,19253,10239,7546,1624
IMIGRANTE,RS,3103,2200,673,1128
CAMPO BOM,RS,69981,42991,12978,25137
CAMPO NOVO,RS,4273,3084,1556,1316
REDENTORA,RS,11782,5350,3206,1709
CIDREIRA,RS,16897,8451,3893,3547
MONTAURI,RS,1430,1239,269,849
CANDELÁRIA,RS,31475,18787,7320,9158
TUFILÂNDIA,MA,5868,4449,3448,734
VISTA GAÚCHA,RS,2858,2191,983,927
VISTA ALEGRE DO PRATA,RS,1553,1365,279,880
CANELA,RS,45957,26519,8140,14708
CASEIROS,RS,3228,2553,983,1285
CANGUÇU,RS,56370,35032,13250,16365
ITACURUBI,RS,3456,1992,974,774
CAPÃO DO CIPÓ,RS,3745,3266,1644,1313
PASTOS BONS,MA,19693,11283,8569,2011
CARAZINHO,RS,62413,37750,14472,19026
CANOAS,RS,349728,206314,85130,92790
ENTRE RIOS DO SUL,RS,2724,2103,966,954
CERRO GRANDE DO SUL,RS,12579,5263,2384,2266
TAPES,RS,17363,10013,4703,4194
CARLOS BARBOSA,RS,30630,19330,4461,12230
SALVADOR DO SUL,RS,7975,5426,1437,3264
CAMARGO,RS,2750,2118,753,1170
CATUÍPE,RS,8631,6248,2442,3091
PARAÍSO DO SUL,RS,7635,5597,2129,2816
FORMIGUEIRO,RS,6569,4181,1971,1555
CERRO LARGO,RS,14243,7645,3616,3192
PORTO XAVIER,RS,10144,7185,3362,3254
GUARANI DAS MISSÕES,RS,7393,5309,2307,2452
FAXINALZINHO,RS,2256,1919,747,1019
CHAPADA,RS,9211,6757,2413,3569
AMARAL FERRADOR,RS,7136,3782,1757,1474
CAXIAS DO SUL,RS,523716,281945,85696,155130
CHIAPETTA,RS,3684,2903,1257,1392
TURILÂNDIA,MA,26112,10870,8250,1902
SANTA HELENA,MA,42829,17238,12457,3593
VILA FLORES,RS,3407,2895,572,2023
CIRÍACO,RS,4693,2967,1167,1460
COLORADO,RS,3088,2826,758,1799
CERRO BRANCO,RS,4720,2977,1131,1463
ANDRÉ DA ROCHA,RS,1351,1109,327,658
CONDOR,RS,6766,4530,1589,2477
POÇO DAS ANTAS,RS,2105,1697,445,989
PEDREIRAS,MA,39153,22732,14067,7060
CONSTANTINA,RS,9903,6743,2938,3228
TRÊS PALMEIRAS,RS,4232,3025,1669,1122
CORONEL BICACO,RS,7213,4840,2501,1996
NOVA ALVORADA,RS,3698,2402,623,1553
CRISSIUMAL,RS,13269,8731,3694,4116
MORRO REDONDO,RS,6609,4328,1596,1996
CRUZ ALTA,RS,59561,36387,16041,16817
BOA VISTA DO INCRA,RS,2628,2415,1002,1240
SANTA MARIA DO HERVAL,RS,6382,4697,1490,2502
VILA NOVA DOS MARTÍRIOS,MA,13800,6389,3864,2058
CRUZEIRO DO SUL,RS,12457,7969,2662,4315
BARÃO,RS,6232,4406,1142,2680
DAVID CANABARRO,RS,4732,3092,1150,1587
ELDORADO DO SUL,RS,42490,21386,9765,8827
ALTO FELIZ,RS,3043,2008,440,1222
DOIS IRMÃOS,RS,33547,20835,6534,11837
DOM FELICIANO,RS,15556,7963,4063,3000
DOM PEDRITO,RS,38222,22100,11541,8323
AMETISTA DO SUL,RS,7396,4987,2173,2454
PENALVA,MA,38987,18914,15401,2295
DONA FRANCISCA,RS,2958,1983,799,958
FAXINAL DO SOTURNO,RS,6651,5140,2026,2455
BARÃO DO TRIUNFO,RS,7550,3802,1354,1893
ENCANTADO,RS,23047,14175,4057,8475
BARRA DO GUARITA,RS,3266,2079,1119,847
ENCRUZILHADA DO SUL,RS,26039,15152,8343,4946
BARRA DO RIO AZUL,RS,1621,1515,653,674
ERECHIM,RS,107368,65957,20739,38134
BARRA FUNDA,RS,2563,2301,864,1122
HERVAL,RS,6807,4006,2552,960
ERVAL GRANDE,RS,4780,3559,1819,1388
BOA VISTA DAS MISSÕES,RS,2087,1584,789,667
ERVAL SECO,RS,6697,4631,2379,1784
ESMERALDA,RS,3291,2317,979,1126
CAMPESTRE DA SERRA,RS,3402,2558,502,1798
CANDIOTA,RS,9707,6432,4114,1654
CAPITÃO,RS,2770,2064,761,1033
ESTÂNCIA VELHA,RS,51292,30623,8146,18898
CARLOS GOMES,RS,1327,1192,574,512
ESTEIO,RS,83352,53519,24275,22403
ESTRELA,RS,34669,19852,5196,12497
CENTENÁRIO,RS,2865,2314,1018,1123
FARROUPILHA,RS,73758,47400,11200,30199
CHARRUA,RS,3228,1995,927,883
SÃO JOÃO DO POLÊSINE,RS,2535,2409,794,1352
FELIZ,RS,13728,9223,2710,5354
COQUEIROS DO SUL,RS,2267,1996,640,1136
FLORES DA CUNHA,RS,31352,20931,3378,15104
CORONEL BARROS,RS,2521,2458,800,1368
COXILHA,RS,2731,2288,1009,1123
FONTOURA XAVIER,RS,10181,6625,3673,2329
