MUNICIPIO,ESTADO,POPULACAOESTIMADA,TOTALCOMPARECIMENTOS,VOTOSLULA,VOTOSBOLSONARO
DERRUBADAS,RS,2718,2242,1040,939
DOIS IRMÃOS DAS MISSÕES,RS,1992,1633,840,678
GARIBALDI,RS,35794,22254,5040,14654
GAURAMA,RS,5447,4435,1314,2626
GARRUCHOS,RS,2851,2343,1376,775
GENERAL CÂMARA,RS,8339,4865,2411,1962
GENTIL,RS,1619,1365,349,881
SÃO VICENTE DO SUL,RS,8742,5244,2544,2075
GRAMADO XAVIER,RS,4378,2491,1261,968
GETÚLIO VARGAS,RS,16158,10253,2802,6244
SERTÃO,RS,5220,4503,1490,2619
HULHA NEGRA,RS,6894,3904,2307,1243
GIRUÁ,RS,15729,10599,3610,6111
GRAMADO,RS,36864,26317,6015,17266
INHACORÁ,RS,2207,1866,884,846
ITAPUCA,RS,2037,1494,558,806
GRAVATAÍ,RS,285564,151912,55463,75004
GUAÍBA,RS,98331,59687,27380,24498
LAJEADO DO BUGRE,RS,2569,1612,919,579
GUAPORÉ,RS,26199,15687,3657,10371
LAGOA DOS TRÊS CANTOS,RS,1604,1382,334,900
LINDOLFO COLLOR,RS,6193,3944,1629,1915
LINHA NOVA,RS,1724,1207,358,685
HORIZONTINA,RS,19446,12215,3753,7386
MANOEL VIANA,RS,7315,4382,2312,1697
HUMAITÁ,RS,4712,3483,1408,1755
MAQUINÉ,RS,6747,4702,2299,1858
OSÓRIO,RS,46815,29504,13123,12384
MARATÁ,RS,2713,2020,527,1203
IBIAÇÁ,RS,4690,3403,1061,1915
IBIRAIARAS,RS,7267,4124,1082,2542
LAGOA VERMELHA,RS,27751,16862,6564,8508
MARIANA PIMENTEL,RS,3892,2701,996,1368
IBIRUBÁ,RS,20474,13849,4259,8129
MATO CASTELHANO,RS,2543,2321,590,1553
IGREJINHA,RS,37754,22786,7124,13294
MATO LEITÃO,RS,4627,3959,1265,2185
ILÓPOLIS,RS,4054,2985,679,2019
INDEPENDÊNCIA,RS,6054,4577,1649,2429
MORMAÇO,RS,3139,2259,917,1129
PIO XII,MA,21274,14082,10556,2526
IRAÍ,RS,7046,4472,2165,1914
MORRINHOS DO SUL,RS,2891,2656,840,1474
ITAQUI,RS,37363,20171,8818,9285
MORRO REUTER,RS,6570,4663,1084,3019
ITATIBA DO SUL,RS,3143,2976,1803,1021
MULITERNO,RS,1901,1736,801,723
IVOTI,RS,25068,14544,3759,8863
JACUTINGA,RS,3532,2495,844,1371
NOVA PÁDUA,RS,2563,2045,206,1672
JAGUARÃO,RS,26327,15984,8500,5355
JAGUARI,RS,10684,7266,2887,3300
NOVA SANTA RITA,RS,30482,15214,6538,7164
JÚLIO DE CASTILHOS,RS,19159,12311,6602,4441
NOVO BARREIRO,RS,4185,3420,1773,1394
NOVO MACHADO,RS,3191,2678,941,1544
NOVO TIRADENTES,RS,2189,1548,799,574
LAVRAS DO SUL,RS,7410,4499,2618,1376
PARECI NOVO,RS,3885,2546,568,1688
LIBERATO SALZANO,RS,5087,3577,1960,1268
MARQUES DE SOUZA,RS,3981,3231,1068,1861
FORQUETINHA,RS,2389,2122,652,1234
PASSO DO SOBRADO,RS,6612,4361,1907,2052
MACHADINHO,RS,5411,3986,1555,2070
PICADA CAFÉ,RS,5780,4105,1059,2434
PIRAPEMAS,MA,18814,9365,7301,1412
PINHAL GRANDE,RS,4309,2934,1477,1123
MARCELINO RAMOS,RS,4239,3239,1302,1645
PINHEIRINHO DO VALE,RS,4926,2948,1353,1322
MARIANO MORO,RS,1987,1812,847,764
PONTÃO,RS,3898,2824,1367,1258
MAXIMILIANO DE ALMEIDA,RS,4254,3308,1044,1894
PORTO MAUÁ,RS,2332,1878,644,1086
MIRAGUAÍ,RS,4899,3784,2108,1405
PRESIDENTE LUCENA,RS,2972,1944,413,1259
MOSTARDAS,RS,12888,7088,2826,3259
QUEVEDOS,RS,2793,1911,985,710
POÇÃO DE PEDRAS,MA,17321,11397,7826,2643
MUÇUM,RS,4967,3506,900,2146
RIO DOS ÍNDIOS,RS,2571,2354,1292,855
NÃO-ME-TOQUE,RS,17886,10890,3434,6526
SAGRADA FAMÍLIA,RS,2601,1862,955,706
NONOAI,RS,11574,7376,3519,3296
SALVADOR DAS MISSÕES,RS,2734,2308,842,1231
NOVA ARAÇÁ,RS,4890,3314,692,2318
SANTA CLARA DO SUL,RS,6755,4631,1265,2708
NOVA BASSANO,RS,10089,6204,939,4722
SANTA TEREZA,RS,1722,1504,390,963
NOVA BRÉSCIA,RS,3345,2336,483,1624
SANTO ANTÔNIO DO PALMA,RS,2118,838,402,343
NOVA PALMA,RS,6519,3978,1598,1797
SANTO ANTÔNIO DO PLANALTO,RS,2018,1785,486,1098
SANTO EXPEDITO DO SUL,RS,2287,1893,702,1012
NOVA PETRÓPOLIS,RS,21717,14214,3017,9238
NOVA PRATA,RS,28021,15916,3338,10810
SÃO JOSÉ DO INHACORÁ,RS,2040,1954,659,1001
PAIM FILHO,RS,3731,3231,1521,1537
NOVO HAMBURGO,RS,247303,144338,42801,84976
SÃO JOSÉ DAS MISSÕES,RS,2491,1800,1007,644
PALMEIRA DAS MISSÕES,RS,32967,19641,8949,8978
SÃO MARTINHO DA SERRA,RS,3228,2456,927,1275
PALMITINHO,RS,7056,4560,2363,1725
SÃO PEDRO DA SERRA,RS,3881,2769,655,1702
SÃO PEDRO DO BUTIÁ,RS,2950,2222,816,1202
PARAÍ,RS,7793,4972,1057,3272
SÃO VALENTIM DO SUL,RS,2248,1853,385,1261
SÃO VALÉRIO DO SUL,RS,2732,1994,1190,694
PEDRO OSÓRIO,RS,7683,5422,3334,1415
SENTINELA DO SUL,RS,5635,3058,1437,1234
PEJUÇARA,RS,3840,2533,991,1346
PASSO FUNDO,RS,206103,120543,49690,57955
SÉRIO,RS,1889,1074,482,430
PINHEIRO MACHADO,RS,12122,7663,4610,1897
SINIMBU,RS,10152,6047,2761,2579
PIRATINI,RS,20743,11895,6911,3443
TIRADENTES DO SUL,RS,5532,3499,1839,1364
TRÊS PASSOS,RS,23799,15996,7122,7368
TRAVESSEIRO,RS,2331,1725,706,836
TRÊS FORQUILHAS,RS,2643,2391,1073,1046
PORTÃO,RS,38081,20870,7662,10859
PELOTAS,RS,343826,202448,100464,70522
TUPANCI DO SUL,RS,1447,1210,430,649
PORTO LUCENA,RS,4514,3235,1452,1435
VALE DO SOL,RS,11873,7071,3186,3047
PUTINGA,RS,3861,3011,613,2083
VALE REAL,RS,6046,4091,1342,2303
QUARAÍ,RS,22531,13663,6813,5644
VILA NOVA DO SUL,RS,4274,3375,1840,1103
RESTINGA SÊCA,RS,15702,9703,3969,4490
VITÓRIA DAS MISSÕES,RS,3052,2753,1394,1123
XANGRI-LÁ,RS,17126,9884,3131,5788
BOA VISTA DO SUL,RS,2773,2092,499,1321
PORTO ALEGRE,RS,1492530,854138,412553,323857
RIO PARDO,RS,38257,23165,12787,7837
DILERMANDO DE AGUIAR,RS,2991,2020,875,913
SÃO PEDRO DO SUL,RS,16100,11054,4612,4913
RIO GRANDE,RS,212881,117686,68808,33485
ROCA SALES,RS,11556,6741,2122,3740
CAPIVARI DO SUL,RS,4793,3018,1179,1458
RODEIO BONITO,RS,5868,4351,2053,1958
NOVA CANDELÁRIA,RS,2677,2300,712,1307
FLORIANO PEIXOTO,RS,1709,1543,675,724
ROLANTE,RS,21591,13896,4721,7558
RONDA ALTA,RS,10633,6263,3246,2626
RONDINHA,RS,5033,3958,1653,1941
ESPERANÇA DO SUL,RS,2846,2423,1330,921
ROQUE GONZALES,RS,6750,4640,2148,2027
DOUTOR RICARDO,RS,1967,1713,475,1026
HERVEIRAS,RS,3019,2132,1303,674
ROSÁRIO DO SUL,RS,39210,23695,12063,9398
PRESIDENTE VARGAS,MA,11328,7728,6305,888
CARAÁ,RS,8426,4427,1833,1924
SANTO ANTÔNIO DA PATRULHA,RS,43397,27311,11085,12748
FAZENDA VILANOVA,RS,4680,2630,1042,1272
SANTA BÁRBARA DO SUL,RS,7813,5728,2136,3088
ITAARA,RS,5573,3552,1484,1704
SANTA CRUZ DO SUL,RS,132271,85765,31770,43070
VERA CRUZ,RS,27325,16967,7122,7969
VALE VERDE,RS,3531,2873,1290,1202
BENJAMIN CONSTANT DO SUL,RS,1924,1679,1021,582
SANTANA DA BOA VISTA,RS,8037,5084,2428,1867
MAÇAMBARÁ,RS,4539,2790,1302,1209
DOM PEDRO DE ALCÂNTARA,RS,2520,2387,860,1184
SANTA MARIA,RS,285159,165081,72821,72215
SANT'ANA DO LIVRAMENTO,RS,75647,52125,28430,18225
UNISTALDA,RS,2306,2123,972,956
SANTA ROSA,RS,73882,45948,14618,27253
TUPARENDI,RS,7730,7478,2085,4750
SANTA VITÓRIA DO PALMAR,RS,29298,17803,10313,5034
PRIMEIRA CRUZ,MA,15545,7775,6358,897
TURUÇU,RS,3408,2787,869,1494
SANTIAGO,RS,49298,30270,12853,14193
CRISTAL DO SUL,RS,2840,2133,1126,795
MUITOS CAPÕES,RS,3184,2481,780,1458
NOVA RAMADA,RS,2195,1731,636,903
SANTO ANTÔNIO DAS MISSÕES,RS,9930,6531,3731,2096
JARI,RS,3472,2364,1246,794
SANTO AUGUSTO,RS,13813,8712,4011,3941
UBIRETAMA,RS,1952,1650,453,1001
SANTO CRISTO,RS,14177,11051,4465,5430
BARRA DO QUARAÍ,RS,4238,1889,1020,728
URUGUAIANA,RS,126766,63515,21917,34825
CERRITO,RS,6005,4377,2368,1366
SÃO FRANCISCO DE ASSIS,RS,18081,11808,6144,4278
SÃO BORJA,RS,59768,36251,19385,13618
SÃO FRANCISCO DE PAULA,RS,21871,12797,5851,5292
NOVO CABRAIS,RS,4246,2634,1041,1330
SÃO GABRIEL,RS,62187,34341,16733,13950
SETE DE SETEMBRO,RS,1931,1536,741,636
SÃO JERÔNIMO,RS,24569,12467,6133,4651
TABAÍ,RS,4816,3260,1424,1582
SÃO JOSÉ DO NORTE,RS,27866,16743,8331,5466
SÃO JOSÉ DO OURO,RS,6911,4955,1470,2931
SENADOR SALGADO FILHO,RS,2761,2289,584,1478
RIACHÃO,MA,20288,11773,8050,2904
SÃO LEOPOLDO,RS,240378,131764,54968,61965
SÃO LOURENÇO DO SUL,RS,43501,28330,11979,12720
MONTE ALEGRE DOS CAMPOS,RS,3237,2741,951,1493
SÃO MARCOS,RS,21756,14031,2996,9083
CHUÍ,RS,6832,3340,1989,920
SÃO MARTINHO,RS,5336,4191,1407,2401
SÃO NICOLAU,RS,5153,3352,1884,1112
PASSA SETE,RS,5790,3163,1524,1286
SÃO PAULO DAS MISSÕES,RS,5654,4407,1880,2061
TOROPI,RS,2753,2147,804,1069
BALNEÁRIO PINHAL,RS,14645,7144,3154,3071
SÃO SEBASTIÃO DO CAÍ,RS,26161,14457,5029,7800
MAMPITUBA,RS,2965,2423,1244,922
SÃO JOSÉ DE RIBAMAR,MA,180345,95232,56572,28838
SÃO VALENTIM,RS,3220,2611,987,1405
SÃO SEPÉ,RS,23492,13519,7316,4738
ACEGUÁ,RS,4981,3040,1201,1576
ALMIRANTE TAMANDARÉ DO SUL,RS,1935,1670,619,857
ARROIO DO PADRE,RS,2966,2384,375,1785
SARANDI,RS,25024,14230,4934,7964
SAPUCAIA DO SUL,RS,142508,81983,39368,32944
BOA VISTA DO CADEADO,RS,2466,1745,554,1010
SEBERI,RS,10678,7680,3248,3747
SELBACH,RS,5114,3726,1046,2242
BOZANO,RS,2099,2044,702,1189
SERAFINA CORRÊA,RS,18074,10657,2619,6902
CANUDOS DO VALE,RS,1693,1626,876,571
SEVERIANO DE ALMEIDA,RS,3607,2909,1070,1445
ROSÁRIO,MA,43243,24773,17827,4756
CAPÃO DA CANOA,RS,55009,32515,10977,18040
COQUEIRO BAIXO,RS,1490,1045,197,746
SOBRADINHO,RS,15041,9052,3718,4269
CORONEL PILAR,RS,1602,1269,264,858
CRUZALTENSE,RS,1765,1661,513,985
TAPEJARA,RS,24973,13746,3051,9210
TAPERA,RS,10569,6779,2783,3382
SANTA CECÍLIA DO SUL,RS,1630,1568,466,930
JACUIZINHO,RS,2718,1689,912,636
LAGOA BONITA DO SUL,RS,2939,1919,996,760
TAQUARA,RS,57740,33413,10573,19323
TAQUARI,RS,26907,16308,6903,7731
MATO QUEIMADO,RS,1611,1345,609,576
SAMBAÍBA,MA,5686,4402,2998,1150
TENENTE PORTELA,RS,13385,8381,4382,3274
NOVO XINGU,RS,1705,1332,617,558
PAULO BENTO,RS,2303,1832,564,1050
TRAMANDAÍ,RS,53507,27020,10960,12735
TRÊS COROAS,RS,28948,14887,4509,8743
QUATRO IRMÃOS,RS,1860,1409,523,775
ROLADOR,RS,2270,1700,862,649
SANTA MARGARIDA DO SUL,RS,2593,1946,930,785
TRIUNFO,RS,30159,17563,6514,8768
TUCUNDUVA,RS,5612,4045,1242,2469
SÃO JOSÉ DO SUL,RS,2464,1737,408,1043
SÃO PEDRO DAS MISSÕES,RS,2025,1322,667,566
TUPANCIRETÃ,RS,24182,13003,6218,5620
TIO HUGO,RS,3078,2194,860,1099
PINTO BANDEIRA,RS,3068,2038,332,1486
VACARIA,RS,66916,35681,10871,20863
VENÂNCIO AIRES,RS,72373,43953,15403,23592
PEDRAS ALTAS,RS,1928,1564,1006,418
VERANÓPOLIS,RS,26813,15684,3002,10783
VIADUTOS,RS,4628,3587,1096,2117
VICENTE DUTRA,RS,4530,2593,1103,1296
PALMARES DO SUL,RS,11342,8162,3445,3658
VICTOR GRAEFF,RS,2840,2124,696,1226
VIAMÃO,RS,257330,130401,64225,49022
TAVARES,RS,5484,3604,1596,1391
CAPÃO DO LEÃO,RS,25462,14501,7529,4964
SANTA LUZIA,MA,73105,33199,24630,6604
SALTO DO JACUÍ,RS,12512,5960,3015,2406
COTIPORÃ,RS,3824,2999,589,1982
COLNIZA,MT,41117,12440,3004,8656
COLÍDER,MT,33855,18005,3328,13331
CURVELÂNDIA,MT,5267,3465,1202,2002
GLÓRIA D'OESTE,MT,2990,2424,781,1466
NOVA BRASILÂNDIA,MT,3656,2785,1346,1156
NOVA SANTA HELENA,MT,3755,2271,625,1499
PARANATINGA,MT,23250,11203,3295,7166
SANTO ANTÔNIO DO LESTE,MT,5459,1827,642,1042
ARAPUTANGA,MT,17078,8743,2349,5617
ALTA FLORESTA,MT,52105,30687,8557,19745
SINOP,MT,148960,81895,18557,58474
JAURU,MT,8377,5048,1393,3282
RIO BRANCO,MT,5147,3324,1300,1710
SÃO JOSÉ DOS QUATRO MARCOS,MT,18788,10264,3026,6343
RONDOLÂNDIA,MT,4069,1907,804,968
SALTO DO CÉU,MT,3226,1987,648,1182
PONTES E LACERDA,MT,46105,23415,5367,16094
SÃO JOSÉ DO POVO,MT,4102,2114,883,1020
ÁGUA CLARA,MS,16025,8345,3428,4181
ALTO BOA VISTA,MT,7092,2933,716,2047
ALTO ARAGUAIA,MT,19714,8979,3188,5007
QUERÊNCIA,MT,18386,10741,2786,7473
ALTO GARÇAS,MT,12323,6213,2324,3440
CANABRAVA DO NORTE,MT,4711,2598,785,1641
ALTO PARAGUAI,MT,11587,4645,2648,1599
SANTA CARMEM,MT,4600,2881,634,2063
NOVA MARINGÁ,MT,9056,3032,875,2012
AMAMBAI,MS,40247,20390,8616,10194
PARANHOS,MS,14576,5924,3161,2261
ANASTÁCIO,MS,25336,13545,6034,6364
NOVA GUARITA,MT,4407,2882,1017,1706
ANAURILÂNDIA,MS,9116,4700,2320,1897
SANTA RITA,MA,38732,19269,14539,3156
NOVA MARILÂNDIA,MT,3332,2046,779,1116
ANTÔNIO JOÃO,MS,9082,5899,2648,2730
PORTO ESTRELA,MT,2794,2401,1467,770
APARECIDA DO TABOADO,MS,26386,13819,5032,7221
ARAGUAINHA,MT,909,833,465,314
TABAPORÃ,MT,9357,4808,1102,3385
JUARA,MT,35275,18149,4172,12672
AQUIDAUANA,MS,48184,26410,12259,11937
SÃO JOSÉ DO XINGU,MT,5646,2944,1224,1536
ARENÁPOLIS,MT,9399,6121,2371,3221
APIACÁS,MT,10431,4262,1557,2417
ARIPUANÃ,MT,23067,9349,2264,6510
CONFRESA,MT,32076,16157,4802,10371
BANDEIRANTES,MS,7281,4793,2072,2223
LAMBARI D'OESTE,MT,6246,3150,1393,1478
BARÃO DE MELGAÇO,MT,8165,5222,3093,1763
SANTO ANTÔNIO DO LEVERGER,MT,17188,12920,6670,5216
SANTO ANTÔNIO DOS LOPES,MA,14516,11484,7908,2745
SANTO AFONSO,MT,3164,1743,717,901
BARRA DO BUGRES,MT,35642,17886,8475,7905
PLANALTO DA SERRA,MT,2637,2030,992,885
NOVA MONTE VERDE,MT,9375,4444,1220,2925
BARRA DO GARÇAS,MT,61702,34481,12771,18652
BATAGUASSU,MS,23620,14097,5748,6768
NOVA BANDEIRANTES,MT,16052,6608,1255,4958
BATAYPORÃ,MS,11368,5813,2572,2627
NOVA ANDRADINA,MS,56057,26645,10575,13500
SÃO PEDRO DA CIPA,MT,4823,2766,1230,1318
COTRIGUAÇU,MT,20717,6199,1755,3995
BELA VISTA,MS,24842,11946,4904,6129
BONITO,MS,22401,13562,5113,7340
RIBEIRÃOZINHO,MT,2439,1674,770,771
BRASILÂNDIA,MS,11835,6443,2451,3296
BRASNORTE,MT,20571,8354,2229,5632
CAMPO NOVO DO PARECIS,MT,36917,19949,6180,12526
CAMAPUÃ,MS,13675,8577,3559,4253
CÁCERES,MT,95339,47576,21730,21725
CAMPO VERDE,MT,44033,24085,7158,15196
CLÁUDIA,MT,12338,6293,1534,4385
CARACOL,MS,6247,3329,1466,1677
CAMPO GRANDE,MS,916001,526659,176565,278595
CASTANHEIRA,MT,8782,4268,1378,2559
CAARAPÓ,MS,31005,16362,6137,9003
JANGADA,MT,8420,5584,3230,1963
CASSILÂNDIA,MS,22063,11383,3598,6252
JURUENA,MT,16811,4551,1240,3019
SÃO BENEDITO DO RIO PRETO,MA,18769,11878,9643,1550
CHAPADA DOS GUIMARÃES,MT,22521,12835,6127,5722
LUCAS DO RIO VERDE,MT,69671,37124,9278,25571
CORGUINHO,MS,6158,3056,1352,1384
MATUPÁ,MT,17017,9769,2525,6661
NOVA MUTUM,MT,48222,24771,6198,17140
CORUMBÁ,MS,112669,52629,24073,22949
COXIM,MS,33547,19172,8298,9149
RIBEIRÃO CASCALHEIRA,MT,10450,5150,1658,3157
TAPURAH,MT,14380,6630,1536,4751
DIAMANTINO,MT,22311,12446,4527,7126
PONTAL DO ARAGUAIA,MT,6972,3804,1546,1962
DOM AQUINO,MT,8087,4850,1988,2430
SAPEZAL,MT,27485,12991,3898,8380
CAMPOS DE JÚLIO,MT,7245,4186,1176,2794
CUIABÁ,MT,623614,357547,127012,191998
SÃO BENTO,MA,45989,20868,15757,3574
FÁTIMA DO SUL,MS,19152,13071,5610,6025
CARLINDA,MT,10094,5836,2332,2980
DOURADOS,MS,227990,133843,46493,72596
GENERAL CARNEIRO,MT,5726,3117,1496,1425
FELIZ NATAL,MT,14847,4590,1559,2815
GLÓRIA DE DOURADOS,MS,9934,5413,2256,2616
DEODÁPOLIS,MS,13043,8798,3826,4075
NOVO MUNDO,MT,9545,3879,1106,2557
JARDIM,MS,26375,13510,4808,7510
GUIA LOPES DA LAGUNA,MS,9754,5559,2382,2650
GAÚCHA DO NORTE,MT,7913,3987,1231,2568
GUIRATINGA,MT,15740,6421,2808,3019
UNIÃO DO SUL,MT,3455,2255,741,1416
IGUATEMI,MS,16273,7811,2997,4242
NOVA LACERDA,MT,6861,3124,1144,1760
INOCÊNCIA,MS,7566,4622,1794,2293
NOVA UBIRATÃ,MT,12492,5931,1797,3793
ITAPORÃ,MS,25478,11302,3854,6452
BOM JESUS DO ARAGUAIA,MT,6830,3480,1328,1960
ITIQUIRA,MT,13727,6662,2472,3572
SERRA NOVA DOURADA,MT,1705,1156,374,724
IVINHEMA,MS,23277,15904,5896,8504
NOVO SANTO ANTÔNIO,MT,2769,1290,472,723
JACIARA,MT,27696,15657,4687,9593
NOVA NAZARÉ,MT,4013,1794,737,894
JARAGUARI,MS,7342,4085,1889,1771
SANTA CRUZ DO XINGU,MT,2700,1320,419,821
CONQUISTA D'OESTE,MT,4163,2163,590,1442
JATEÍ,MS,4015,3373,1537,1527
VALE DE SÃO DOMINGOS,MT,3124,1940,468,1365
LADÁRIO,MS,24040,10347,4732,4566
SANTA RITA DO TRIVELATO,MT,3602,1658,522,1032
LUCIARA,MT,2036,1672,739,836
MARACAJU,MS,48944,22252,7072,13484
SORRISO,MT,94941,51114,13248,35104
IPIRANGA DO NORTE,MT,8182,4462,1118,3110
VILA BELA DA SANTÍSSIMA TRINDADE,MT,16412,7709,3252,3863
ITANHANGÁ,MT,7030,3847,801,2922
MIRANDA,MS,28423,14654,8380,5194
SÃO DOMINGOS DO MARANHÃO,MA,34391,21641,13955,5795
NAVIRAÍ,MS,56484,27901,9124,16195
NIOAQUE,MS,13794,8097,3692,3813
NOBRES,MT,15332,9155,2833,5659
NORTELÂNDIA,MT,5858,3762,1775,1600
NOSSA SENHORA DO LIVRAMENTO,MT,13093,9933,6253,2897
VÁRZEA GRANDE,MT,290383,147095,57497,75548
PARANAÍBA,MS,42401,23502,9219,11266
PEDRO GOMES,MS,7568,4372,2002,2063
POCONÉ,MT,33386,18302,11240,5830
SÃO FÉLIX DE BALSAS,MA,4540,3059,2223,626
PONTE BRANCA,MT,1525,1458,843,504
PORTO DOS GAÚCHOS,MT,5344,2825,711,1928
PONTA PORÃ,MS,95320,53272,18938,28696
PORTO MURTINHO,MS,17460,5620,2596,2697
POXORÉU,MT,15936,9985,4579,4467
RIBAS DO RIO PARDO,MS,25310,10282,4387,4865
RIO BRILHANTE,MS,38844,19499,7852,10106
RIO NEGRO,MS,4758,3046,1338,1399
RIO VERDE DE MATO GROSSO,MS,20025,10754,4462,5493
ROCHEDO,MS,5120,3419,1399,1603
ROSÁRIO OESTE,MT,16999,9797,4949,4075
SÃO FRANCISCO DO MARANHÃO,MA,12226,7150,5811,722
RONDONÓPOLIS,MT,239613,128628,43158,74582
SIDROLÂNDIA,MS,60792,25667,10845,12603
TESOURO,MT,3761,2150,1075,849
TERENOS,MS,22721,10456,4669,4542
TORIXORÉU,MT,3487,2701,1200,1278
TRÊS LAGOAS,MS,125137,65729,24636,33397
ANGÉLICA,MS,11081,6470,3024,2788
ARAL MOREIRA,MS,12511,5866,2635,2882
SÃO JOÃO BATISTA,MA,20736,14296,11688,1684
ELDORADO,MS,12447,6451,2378,3433
MIRASSOL D'OESTE,MT,28135,14258,4197,8801
MUNDO NOVO,MS,18578,10748,3863,6025
DOIS IRMÃOS DO BURITI,MS,11547,6355,3853,1963
PEDRA PRETA,MT,17547,10694,4444,5304
JUTI,MS,6861,4166,2084,1793
SÃO FÉLIX DO ARAGUAIA,MT,11934,5177,1910,2902
TANGARÁ DA SERRA,MT,107631,52832,13407,34859
SANTA RITA DO PARDO,MS,7948,3781,1613,1721
SONORA,MS,20158,8424,3567,4269
VICENTINA,MS,6115,4684,2528,1632
JUSCIMEIRA,MT,11124,6925,2700,3667
ÁGUA BOA,MT,26679,14308,3081,10472
CANARANA,MT,22101,11774,2520,8650
NOVA XAVANTINA,MT,21695,11070,3328,6939
SANTA TEREZINHA,MT,8547,3512,1854,1359
SÃO JOÃO DOS PATOS,MA,26063,15223,11060,2801
SÃO JOSÉ DO RIO CLARO,MT,21351,8503,1937,6014
BERNARDO SAYÃO,TO,4439,2791,1278,1295
ABADIÂNIA,GO,20873,8672,2571,5214
ALEXÂNIA,GO,28360,16130,4884,9464
BONFINÓPOLIS,GO,10120,5525,2508,2359
BURITI DO TOCANTINS,TO,11644,5194,2985,1810
ALMAS,TO,6905,4073,2546,1108
CASEARA,TO,5514,3043,1815,1054
ALOÂNDIA,GO,1976,1687,705,789
CEZARINA,GO,8794,5633,2256,2751
ALTO PARAÍSO DE GOIÁS,GO,7751,5294,3064,1758
COLINAS DO SUL,GO,3339,2539,1602,697
ALVORADA,TO,8381,5705,2491,2772
COMBINADO,TO,4870,3003,1465,1285
ALVORADA DO NORTE,GO,8749,5105,2448,2126
DIVINÓPOLIS DO TOCANTINS,TO,6986,4353,2507,1513
ANANÁS,TO,9435,5789,3332,1977
EDEALINA,GO,3678,2475,913,1357
EDÉIA,GO,12559,8214,3328,4142
FAINA,GO,6527,4757,2544,1838
ANÁPOLIS,GO,396526,222536,59907,135206
GOIANORTE,TO,5136,3400,1755,1396
ITAPORÃ DO TOCANTINS,TO,2412,2248,1224,876
ANICUNS,GO,22113,11679,4301,6219
AMERICANO DO BRASIL,GO,6220,4423,1994,1929
SANCLERLÂNDIA,GO,7630,5864,2394,2930
GOUVELÂNDIA,GO,6076,2987,1720,987
ITAGUARI,GO,4684,3814,1902,1586
ITAUÇU,GO,8968,6366,2753,2934
APORÉ,GO,4266,2316,958,1131
MARIANÓPOLIS DO TOCANTINS,TO,5332,2733,1444,1067
ARAÇU,GO,3450,3107,1455,1315
MATRINCHÃ,GO,4321,2955,1433,1266
APARECIDA DE GOIÂNIA,GO,601844,262890,100800,128323
ARAGARÇAS,GO,20410,10527,4487,5167
BOM JARDIM DE GOIÁS,GO,8912,5171,2650,2144
ARAGOIÂNIA,GO,10680,7301,3084,3466
MIMOSO DE GOIÁS,GO,2575,2518,1206,1046
RIO VERDE,GO,247259,112384,41086,60656
MONTIVIDIU,GO,13935,7112,2328,4272
ARAGUACEMA,TO,7223,3690,2250,1149
SÃO MATEUS DO MARANHÃO,MA,41750,21128,15212,4386
ARAGUAÇU,TO,8418,4999,1450,3183
NOVA ROSALÂNDIA,TO,4348,2212,1014,1031
NOVO PLANALTO,GO,4592,2576,1127,1207
PORANGATU,GO,45866,23948,10209,11636
ARAGUATINS,TO,36573,16820,9258,6028
ARAPOEMA,TO,6590,3693,1980,1407
PALESTINA DE GOIÁS,GO,3470,2773,1139,1450
ARAGUAÍNA,TO,186245,93068,36261,47803
ARRAIAS,TO,10502,5955,4051,1361
PEQUIZEIRO,TO,5546,3465,1920,1317
ARUANÃ,GO,10340,4339,2024,1988
ARAGUAPAZ,GO,7795,4962,2285,2235
AURILÂNDIA,GO,3000,2446,1287,957
PRAIA NORTE,TO,8563,4313,2794,1195
AURORA DO TOCANTINS,TO,3809,2444,1482,729
SÃO RAIMUNDO DAS MANGABEIRAS,MA,19090,11909,7842,3246
SAMPAIO,TO,4876,2822,1866,754
SANTA FÉ DE GOIÁS,GO,5585,3059,1367,1466
SANTA ROSA DO TOCANTINS,TO,4864,3363,2284,881
AXIXÁ DO TOCANTINS,TO,9817,7122,4084,2546
BABAÇULÂNDIA,TO,10668,5321,3419,1461
SANTA TEREZA DO TOCANTINS,TO,2928,2466,1167,1074
BALIZA,GO,5418,2168,1252,751
BARRO ALTO,GO,11643,7310,3129,3478
SÃO LUIZ DO NORTE,GO,5263,3648,1838,1526
SÃO MIGUEL DO PASSA QUATRO,GO,4105,2896,1281,1285
BELA VISTA DE GOIÁS,GO,31004,17495,6616,8601
SÃO VALÉRIO,TO,3848,2929,2025,699
BOM JESUS DE GOIÁS,GO,26069,13402,6024,6121
SÃO VICENTE FERRER,MA,22452,11728,9074,1689
BRAZABRANTES,GO,3812,2444,1014,1163
GOIANIRA,GO,46278,31439,13046,14842
SIMOLÂNDIA,GO,6895,4243,2303,1475
SENADOR CANEDO,GO,121447,66611,27475,31208
BREJINHO DE NAZARÉ,TO,5540,3229,1679,1248
BRITÂNIA,GO,5815,3697,1432,1908
TERESINA DE GOIÁS,GO,3538,1965,1219,571
BURITI ALEGRE,GO,9515,6173,2684,2872
TROMBAS,GO,3497,2080,972,909
MONTIVIDIU DO NORTE,GO,4538,2868,1357,1308
CABECEIRAS,GO,8098,5355,2665,2191
